Registration_number,Flag,Latitude,Longitude,Altitude,Direction,Speed,Flight_number,Flight_icao,Flight_iata,Departure_icao,Departure_iata,Arrival_icao,Arrival_iata,Airline_icao,Airline_iata,Aircraft_icao,Updated,Status
SU-BUV,EG,32.717239,28.312496,10660,146,813,2981,MSC2981,SM2981,EDDL,DUS,HEGN,HRG,MSC,SM,A320,1688586755,en-route
SU-BUQ,EG,35.853558,17.09794,10965,283,775,261,MSC261,SM261,HEBA,HBE,GMMN,CMN,MSC,SM,A20N,1688586760,en-route
SU-BVE,EG,29.606461,31.920565,3505,287,464,27,MSC27,SM27,HEGN,HRG,HECA,CAI,MSC,SM,AT76,1688586756,en-route
SU-BVF,EG,29.700003,31.82093,2705,296,472,9,MSC9,SM9,HESH,SSH,HECA,CAI,MSC,SM,AT76,1688586751,en-route
5A-OND,LY,33.08342,12.740834,2171,111,555,455,AAW455,8U455,DTTA,TUN,HLLM,MJI,AAW,8U,A319,1688586752,en-route
5A-DFN,LY,32.939026,15.309448,10713,87,737,,,,,,,,,,C68A,1688586754,en-route
5A-BRE,LY,32.667572,17.748962,10020,90,909,238,BNL238,,,,,,BNL,NB,A320,1688586651,en-route
CN-RNU,MA,33.166077,-7.188794,2750,259,474,951,RAM951X,AT951,LIMC,MXP,GMMN,CMN,RAM,AT,B738,1688586756,en-route
CN-RNZ,MA,33.352982,-7.582874,0,50,33,971,RAM971H,AT971,LEMD,MAD,GMMN,CMN,RAM,AT,B738,1688586696,en-route
CN-ROS,MA,33.287064,-7.560352,556,345,274,788,RAM789H,AT788,GMMN,CMN,LFPG,CDG,RAM,AT,B738,1688586756,en-route
CN-RGJ,MA,33.137558,-7.370728,1981,259,429,573,RAM573,AT573,DTTA,TUN,GMMN,CMN,RAM,AT,B738,1688586755,en-route
CN-COH,MA,34.930435,-4.087306,3489,218,294,1439,RAM1439,AT1439,GMTT,TNG,GMMN,CMN,RAM,AT,AT76,1688586752,en-route
CN-RGN,MA,24.467716,-15.358835,6438,216,763,1491,RAM1491,AT1491,GMAD,AGA,GMAD,AGA,RAM,AT,B738,1688585937,en-route
CN-COJ,MA,33.50441,-6.718524,5181,224,429,1453,RAM1453,AT1453,GMMW,NDR,GMMN,CMN,RAM,AT,AT76,1688586752,en-route
TS-IMU,TN,35.744392,10.800496,609,187,316,250,TAR250,TU250,DTMB,MIR,LFMN,NCE,TAR,TU,A320,1688586758,en-route
TS-IND,TN,35.809341,8.956089,10668,145,933,509,LBT509,BJ509,LFPG,CDG,DTTJ,DJE,LBT,BJ,A320,1688586756,en-route
TS-INU,TN,45.892826,-0.766228,9235,340,813,736,LBT736,BJ736,DTTJ,DJE,LFRS,NTE,LBT,BJ,A320,1688586760,en-route
TU-TSX,CI,5.284563,-3.916294,91,203,227,731,VRE731,,,,,,VRE,HF,A20N,1688586761,en-route
ET-AOV,ET,8.979124,38.788948,0,250,27,,,,,,,,,,B788,1688586738,en-route
ET-APL,ET,9.800456,39.194672,9418,7,685,620,ETH620,ET620,HAAB,ADD,OKBK,KWI,ETH,ET,B738,1688585727,en-route
ET-APU,ET,-22.927643,-41.156933,10058,66,1059,3652,ETH3652,,,,,,ETH,ET,B77L,1688586760,en-route
ET-AQL,ET,9.436185,39.223511,9441,21,701,406,ETH406,ET406,HAAB,ADD,OLBA,BEY,ETH,ET,B77L,1688585574,en-route
ET-ASH,ET,9.75032,39.171471,9243,35,794,8319,ETH8319,,,,,,ETH,ET,B788,1688586543,en-route
ET-ATL,ET,9.520864,39.075054,6583,16,718,452,ETH452,ET452,HAAB,ADD,HECA,CAI,ETH,ET,B788,1688586053,en-route
ET-AVQ,ET,64.674232,42.227669,10058,83,961,3672,ETH3672,ET3672,ENGM,OSL,RKSI,ICN,ETH,ET,B77L,1688586570,en-route
ET-AWF,ET,9.323776,39.15723,6774,24,679,428,ETH428,ET428,HAAB,ADD,OJAI,AMM,ETH,ET,B38M,1688586593,en-route
ET-AWG,ET,8.975166,38.786358,2225,73,74,,,,,,,,,,B38M,1688586757,en-route
5Y-KYE,KE,5.874115,-1.738726,10751,92,766,511,KQA511,KQ511,GFLL,FNA,HKJK,NBO,KQA,KQ,B738,1688586761,en-route
8Q-IAO,MV,1.159151,73.445023,2301,184,488,112,DQA112,Q2112,VRMM,MLE,VRMG,GAN,DQA,Q2,DH8C,1688586600,en-route
5T-CLE,MR,35.97245,8.861175,7840,51,801,116,MAI116,L6116,GQNO,NKC,DTTA,TUN,MAI,L6,B738,1688586753,en-route
A7-AEE,QA,23.167233,51.276905,10363,330,870,1336,QTR71G,QR1336,HKJK,NBO,OTHH,DOH,QTR,QR,A333,1688586757,en-route
A7-ACG,QA,26.971249,48.344967,10142,104,844,1380,QTR1380,QR1380,DAAG,ALG,OTHH,DOH,QTR,QR,A332,1688586758,en-route
A7-BBA,QA,29.082779,48.37159,4320,125,735,1083,QTR15X,QR1083,OKBK,KWI,OTHH,DOH,QTR,QR,B77L,1688586758,en-route
A7-BAF,QA,23.355927,51.694469,10599,337,914,1370,QTR48M,QR1370,FACT,CPT,OTHH,DOH,QTR,QR,B77W,1688586761,en-route
A7-BBE,QA,-22.954071,-46.444092,3779,202,598,773,QTR773,QR773,OTHH,DOH,SBGR,GRU,QTR,QR,B77L,1688586762,en-route
A7-BAL,QA,25.028765,51.704769,1455,356,368,841,QTR841,QR841,VTBS,BKK,OTHH,DOH,QTR,QR,B77W,1688586752,en-route
A7-BFA,QA,24.886276,55.15134,0,300,3,3T,QTR3T,,,,,,QTR,QR,B77L,1688586760,landed
A7-AHI,QA,24.583027,60.83897,10058,90,842,630,QTR69B,QR630,OTHH,DOH,OPST,SKT,QTR,QR,A320,1688585817,en-route
A7-AHO,QA,25.264709,51.722412,1455,158,505,401,QTR25V,QR401,OJAI,AMM,OTHH,DOH,QTR,QR,A320,1688586761,en-route
A7-AHR,QA,27.027391,51.861118,6088,172,694,218,QTR97L,QR218,LDZA,ZAG,OTHH,DOH,QTR,QR,A320,1688586751,en-route
A7-AHU,QA,29.929001,48.440765,10058,138,877,443,QTR443,QR443,ORBI,BGW,OTHH,DOH,QTR,QR,A320,1688586758,en-route
A7-BCE,QA,27.018723,50.530735,8679,143,892,30,QTR61B,QR30,EGPH,EDI,OTHH,DOH,QTR,QR,B788,1688586760,en-route
A7-BCZ,QA,25.308197,52.914429,6705,260,775,925,QTR925,QR925,RPVM,CEB,OTHH,DOH,QTR,QR,B788,1688586758,en-route
A7-BFD,QA,54.941929,-5.511475,9753,300,774,8101,QTR79J,QR8101,OTHH,DOH,KORD,ORD,QTR,QR,B77L,1688586761,en-route
A7-AMF,QA,-25.090027,28.647369,8260,14,887,1368,QTR1368,QR1368,FALE,DUR,OTHH,DOH,QTR,QR,A359,1688586761,en-route
A7-ALO,QA,26.465925,51.03989,6454,140,783,82,QTR31R,QR82,EDDB,BER,OTHH,DOH,QTR,QR,A359,1688586760,en-route
A7-ALU,QA,25.271667,51.601307,0,67,0,132,QTR39E,QR132,LIRF,FCO,OTHH,DOH,QTR,QR,A359,1688586697,landed
A7-ALV,QA,26.821304,50.710037,8336,140,864,96,QTR65P,QR96,LSZH,ZRH,OTHH,DOH,QTR,QR,A359,1688586757,en-route
,QA,38.976379,-122.779861,9334,179,803,737,QTR38U,QR737,OTHH,DOH,KSFO,SFO,QTR,QR,A35K,1688586762,en-route
A7-ANE,QA,25.274082,51.615479,10058,157,22,128,QTR70U,QR128,LIMC,MXP,OTHH,DOH,QTR,QR,A35K,1688586755,en-route
A7-ANS,QA,32.968296,-97.054344,464,181,262,729,QTR72P,QR729,OTHH,DOH,KDFW,DFW,QTR,QR,A35K,1688586759,en-route
A7-BAU,QA,25.159286,51.669109,716,339,283,673,QTR3W,QR673,VCBI,CMB,OTHH,DOH,QTR,QR,B77W,1688586757,en-route
A7-BAW,QA,26.467026,50.368271,10058,108,907,1302,QTR8H,QR1302,HECA,CAI,OTHH,DOH,QTR,QR,B77W,1688586759,en-route
A7-BEB,QA,25.253998,51.606037,144,338,274,963,QTR963,QR963,WADD,DPS,OTHH,DOH,QTR,QR,B77W,1688586760,en-route
A7-LAB,QA,26.486361,50.260075,4183,101,648,1155,QTR1155,QR1155,OEDF,DMM,OTHH,DOH,QTR,QR,A320,1688586760,en-route
A7-BEJ,QA,23.440796,60.859863,10668,112,892,556,QTR556,QR556,OTHH,DOH,VABB,BOM,QTR,QR,B77W,1688585938,en-route
A7-LAD,QA,38.247971,50.230328,9974,357,792,351,QTR351,QR351,OTHH,DOH,UBBB,GYD,QTR,QR,A320,1688586754,en-route
A7-CGD,QA,13.022095,-61.077591,1676,201,496,960,QQE960,,LEIB,IBZ,TVSA,SVD,QQE,,GLF6,1688586762,en-route
A7-LAG,QA,24.538988,54.180996,4000,114,579,1054,QTR9J,QR1054,OTHH,DOH,OMAA,AUH,QTR,QR,A320,1688586761,en-route
A7-BFK,QA,61.179657,-11.327983,9753,286,927,8145,QTR8145,QR8145,OTHH,DOH,KATL,ATL,QTR,QR,B77L,1688586315,en-route
A7-BER,QA,29.790174,48.545029,10668,152,911,40,QTR35H,QR40,LFPG,CDG,OTHH,DOH,QTR,QR,B77W,1688586758,en-route
A7-BEU,QA,40.079754,37.582916,10668,110,979,8,QTR8Q,QR8,EGLL,LHR,OTHH,DOH,QTR,QR,B77W,1688586269,en-route
A7-BFS,QA,25.199753,51.963501,3215,318,607,8467,QTR8467,QR8467,VHHH,HKG,OTHH,DOH,QTR,QR,B77L,1688586761,en-route
A7-BHD,QA,25.253843,51.627453,213,338,281,971,QTR971,QR971,VVTS,SGN,OTHH,DOH,QTR,QR,B789,1688586760,en-route
A7-BHG,QA,26.47747,48.746284,10050,88,896,1408,QTR49W,QR1408,DNMM,LOS,OTHH,DOH,QTR,QR,B789,1688586760,en-route
A7-BHI,QA,25.117027,51.666267,944,339,300,176,QTR36F,QR176,ENGM,OSL,OTHH,DOH,QTR,QR,B789,1688586760,en-route
A7-BOG,QA,25.2362,55.136337,1805,262,520,1019,QTR7L,QR1019,OMDB,DXB,OTHH,DOH,QTR,QR,B77W,1688586760,en-route
A7-BSB,QA,25.459745,51.646053,2887,161,542,1109,QTR1109,QR1109,OBBI,BAH,OTHH,DOH,QTR,QR,B38M,1688586758,en-route
A7-BSC,QA,29.079895,48.953861,10058,153,853,461,QTR79F,QR461,ORNI,NJF,OTHH,DOH,QTR,QR,B38M,1688586758,en-route
A7-BSI,QA,25.274584,51.615246,0,160,22,1053,QTR74N,QR1053,OMAA,AUH,OTHH,DOH,QTR,QR,B38M,1688586749,en-route
ST-TAA,SD,25.116188,55.120689,2667,203,557,7243,TQQ7243,,,,,,TQQ,3T,B738,1688586759,en-route
7T-VJR,DZ,30.199173,31.369038,10668,170,814,4064,DAH4064,AH4064,DAAG,ALG,OJAI,AMM,DAH,AH,B736,1688586756,en-route
7T-VUI,DZ,35.44492,0.266886,4739,350,564,6379,DAH6379,AH6379,DAUT,TMX,DAOO,ORN,DAH,AH,AT75,1688586752,en-route
7T-VKO,DZ,35.627609,1.831226,8983,199,864,6144,DAH6144,AH6144,DAAG,ALG,DAUA,AZR,DAH,AH,B738,1688586751,en-route
HK-5129,CO,9.20496,-75.48526,3573,178,350,7717,NSE7717,9R7717,SKTL,TLU,SKMD,EOH,NSE,9R,AT46,1688586751,en-route
HK-5273,CO,4.716797,-74.177452,2499,127,290,8579,AVA8579,AV8579,SKBG,BGA,SKBO,BOG,AVA,AV,A320,1688586582,en-route
,CO,8.619985,-73.412964,2743,278,179,4526,FAC4526,,,,,,FAC,,,1688586751,en-route
PNC-0729,RS,4.882782,-74.05851,2743,205,161,729,PNC729,,,,,,PNC,,UH1,1688586759,en-route
HK-5321,CO,4.014851,-74.592194,6103,261,548,7773,EFY7773,VE7773,SKVV,VVC,SKCL,CLO,EFY,VE,AT46,1688586758,en-route
HK-5320,CO,4.738785,-74.621269,6652,304,661,60,AVA60,AV60,SKBO,BOG,MPTO,PTY,AVA,AV,A320,1688586753,en-route
HK-5347,CO,4.597452,-74.41613,4152,270,424,8942,EFY8942,VE8942,SKBO,BOG,SKUI,UIB,EFY,VE,AT76,1688586759,en-route
HK-5357,CO,-6.088334,-76.299721,10370,186,827,1158,ACL1158,,,,,,ACL,JK,B734,1688586761,en-route
HK-2596,CO,9.926559,-73.410973,3291,191,311,,,,,,,,,,BE9L,1688586751,en-route
,CO,6.616882,-73.334953,8823,10,805,9298,AVA9298,AV9298,SKBO,BOG,SKCC,CUC,AVA,AV,,1688586751,en-route
TG-ATD,GT,20.875031,-86.909607,2468,210,294,,,,,,,,,,AT75,1688586761,en-route
8R-GHU,GY,3.749783,-59.609116,2484,205,446,9193,TGY9193,,,,,,TGY,,B190,1688586753,en-route
HP-1531CMP,PA,20.840366,-86.732719,2887,302,498,324,CMP324,CM324,MPTO,PTY,MMUN,CUN,CMP,CM,B737,1688586761,en-route
HP-1532CMP,CO,11.418457,-69.71228,8686,223,842,7081,RPB7081,P57081,TNCC,CUR,SKBO,BOG,RPB,P5,B738,1688586742,en-route
HP-1537CMP,CO,6.455632,-76.011566,7277,283,774,7046,RPB7046,P57046,SKRG,MDE,MPPA,BLB,RPB,P5,B738,1688586324,en-route
HP-1722CMP,PA,23.531364,-78.877159,10363,9,837,366,CMP366,CM366,MPTO,PTY,KBOS,BOS,CMP,CM,B738,1688586755,en-route
HP-1727CMP,PA,6.744814,-76.710571,10363,300,824,154,CMP154,CM154,SKRG,MDE,MPTO,PTY,CMP,CM,B738,1688586489,en-route
HP-1828CMP,PA,-11.375924,-77.435883,3208,155,622,131,CMP131,CM131,MPTO,PTY,SPJC,LIM,CMP,CM,B738,1688586759,en-route
HP-9906CMP,PA,19.40139,-92.769554,10363,309,890,472,CMP472,CM472,MPTO,PTY,KLAX,LAX,CMP,CM,B39M,1688586747,en-route
HP-9914CMP,PA,18.194942,-69.075737,4023,56,590,352,CMP352,CM352,MPTO,PTY,MDPC,PUJ,CMP,CM,B39M,1688586752,en-route
HP-9922CMP,PA,-12.531397,-77.903236,10668,164,855,395,CMP395,CM395,MPTO,PTY,SCEL,SCL,CMP,CM,B39M,1688586759,en-route
HI-1058,DO,18.411484,-69.953682,1325,18,509,172,CEY172,Y2172,TNCA,AUA,MDJB,JBQ,CEY,Y2,CRJ2,1688586756,en-route
9Y-TTC,TT,10.802536,-61.146778,2133,20,372,1524,BWA1524,BW1524,TTPP,POS,TTCP,TAB,BWA,BW,AT76,1688586757,en-route
,TT,12.546204,-59.383377,3261,169,364,216,BWA216,BW216,TTPP,POS,SYGO,OGL,BWA,BW,,1688586762,en-route
9Y-CAL,TT,9.932785,-60.749554,5783,140,711,,,,,,,,,,B38M,1688586755,en-route
V2-CHB,AG,16.700409,-62.163006,556,239,235,,,,,,,,,,EC30,1688586657,en-route
V2-CHC,AG,16.717987,-62.172256,601,289,190,,,,,,,,,,EC30,1688586636,en-route
XA-JZL,MX,30.390465,-105.905899,8869,150,805,,,,,,,,,,CL60,1688586753,en-route
XB-DGA,MX,35.771393,-107.655144,9448,172,705,,,,,,,,,,C525,1688586760,en-route
XA-CZG,MX,29.63925,-95.275284,0,172,3,,,,,,,,,,LJ35,1688585195,landed
XA-ESA,MX,29.889816,-111.042091,5044,7,729,2807,VTM2807,,MMHO,HMO,KPHX,PHX,VTM,,CRJ1,1688586756,en-route
XA-FAC,MX,19.054184,-100.077942,7924,239,813,2452,SLI2452,AM2452,MMMX,MEX,MMZH,ZIH,SLI,AM,E190,1688586299,en-route
XA-IAC,MX,20.094498,-97.312874,9311,79,844,422,SLI422,AM422,MMMX,MEX,KMIA,MIA,SLI,AM,E190,1688586623,en-route
XA-MAC,MX,19.775528,-91.115654,5151,70,690,2440,SLI2440,AM2440,MMMX,MEX,MMCP,CPE,SLI,AM,E190,1688586554,en-route
XA-UME,MX,19.188675,-96.753845,6400,271,470,,,,,,,,,,C550,1688586756,en-route
XA-AMA,MX,19.545795,-98.851738,4343,74,574,372,AMX372,AM372,MMMX,MEX,MMTP,TAP,AMX,AM,B738,1688586761,en-route
XA-AMC,MX,19.357086,-99.201393,2964,8,377,673,AMX673,AM673,MGGT,GUA,MMMX,MEX,AMX,AM,B738,1688586761,en-route
XB-MTR,MX,20.637222,-101.035721,9448,122,664,,,,,,,,,,C525,1688586758,en-route
XA-VOY,MX,24.827751,-98.939659,9745,311,888,182,VOI182,Y4182,MMMX,MEX,MMMY,MTY,VOI,Y4,A320,1688586760,en-route
XA-ELA,MX,18.607628,-92.118011,304,264,237,,,,,,,,,,EC35,1688586749,en-route
XA-GAH,MX,19.412189,-99.112259,2316,58,300,2047,SLI2047,AM2047,MMOX,OAX,MMMX,MEX,SLI,AM,E190,1688586751,en-route
XA-VLF,MX,17.257334,-96.941788,9113,325,801,193,VOI193,Y4193,MMPS,PXM,MMMX,MEX,VOI,Y4,A320,1688586756,en-route
,MX,40.457527,-110.90168,9814,117,933,663,VTM663,,KOGD,OGD,KELP,ELP,VTM,,,1688586757,en-route
XA-VLH,MX,19.442688,-99.059319,0,0,27,701,VOI701,Y4701,MMUN,CUN,MMMX,MEX,VOI,Y4,A321,1688586760,en-route
XA-VAE,MX,20.375357,-99.397606,7802,332,772,1050,VIV1050,VB1050,MMMX,MEX,MMCU,CUU,VIV,VB,A320,1688586758,en-route
XA-VLJ,MX,27.59086,-96.471687,10355,197,831,827,VOI827,Y4827,KORD,ORD,MMMX,MEX,VOI,Y4,A321,1688586759,en-route
XA-VAN,MX,31.627853,-115.786957,9265,113,746,3121,VIV3121,VB3121,MMTJ,TIJ,MMGL,GDL,VIV,VB,A320,1688586758,en-route
XA-VAO,MX,20.971252,-88.83403,8275,330,724,2154,VIV2154,VB2154,MMUN,CUN,MMTM,TAM,VIV,VB,A320,1688586675,en-route
XA-ZZZ,MX,20.021805,-100.393021,7574,98,855,,,,,,,,,,LJ45,1688586294,en-route
XA-VLT,MX,20.522141,-103.303413,0,109,33,,,,,,,,,,A321,1688585452,en-route
XA-VLR,MX,32.331573,-116.440796,2026,299,518,382,VOI382,Y4382,MMCL,CUL,MMTJ,TIJ,VOI,Y4,A320,1688586759,en-route
XA-VLV,MX,21.184387,-104.037422,6454,314,768,344,VOI344,Y4344,MMGL,GDL,KLAX,LAX,VOI,Y4,A321,1688586409,en-route
XA-VRB,MX,34.120377,-112.126244,10370,334,805,960,VOI960,Y4960,MMGL,GDL,KLAS,LAS,VOI,Y4,A321,1688586757,en-route
XA-ALU,MX,19.658478,-99.141899,2758,78,372,345,SLI345,AM345,MMAA,ACA,MMSM,NLU,SLI,AM,E190,1688586592,en-route
XA-VLY,MX,37.356365,-121.918152,0,137,20,931,VOI931,Y4931,KSJC,SJC,MMGL,GDL,VOI,Y4,A321,1688586755,en-route
XA-AEC,MX,19.438307,-99.065765,2125,59,111,2635,SLI2635,AM2635,MMAS,AGU,MMMX,MEX,SLI,AM,E190,1688586618,en-route
XA-AEF,MX,20.049957,-98.142197,9189,234,816,675,SLI675,AM675,MHLM,SAP,MMMX,MEX,SLI,AM,E190,1688586756,en-route
XA-ADG,MX,19.934875,-98.52475,8580,249,792,2,AMX2,AM2,LEMD,MAD,MMMX,MEX,AMX,AM,B789,1688586761,en-route
XA-AEM,MX,21.077551,-99.78968,10050,177,835,2971,SLI2971,AM2971,MMNL,NLD,MMMX,MEX,SLI,AM,E190,1688586752,en-route
XA-VAY,MX,20.249496,-90.898575,9136,257,829,9242,VIV9242,VB9242,MMMD,MID,MMTO,TLC,VIV,VB,A320,1688586753,en-route
XA-VAX,MX,20.184912,-96.636894,10363,316,842,2026,VIV2026,VB2026,MMUN,CUN,MMPB,PBC,VIV,VB,A320,1688586532,en-route
XA-MAO,MX,32.459431,-115.68721,10058,117,875,645,AMX645,AM645,KLAX,LAX,MMMX,MEX,AMX,AM,B38M,1688586758,en-route
XC-BDM,MX,21.063257,-102.815804,6484,259,637,,,,,,,,,,CRJ7,1688586753,en-route
XA-OOI,MX,43.863785,-87.761154,784,215,283,,,,,,,,,,CL60,1688586758,en-route
XB-PGY,MX,19.87056,-89.759773,8534,243,598,,,,,,,,,,C501,1688586753,en-route
XA-VIM,MX,21.599028,-90.509796,10668,77,838,2171,VIV2171,VB2171,MMMY,MTY,MMUN,CUN,VIV,VB,A20N,1688585586,en-route
XA-VIH,MX,20.646515,-88.543182,8534,272,872,2274,VIV2274,VB2274,MMUN,CUN,MMSM,NLU,VIV,VB,A20N,1688586746,en-route
XA-VCM,MX,19.631729,-101.138336,10363,301,803,,,,,,,,,,LJ31,1688586753,en-route
XA-VIA,MX,20.282995,-87.074242,5532,34,685,2125,VIV2125,VB2125,MMVA,VSA,MMUN,CUN,VIV,VB,A20N,1688586751,en-route
XA-IMH,MX,19.185156,-99.020226,4114,330,496,807,AMX807,AM807,MMVA,VSA,MMMX,MEX,AMX,AM,B39M,1688586759,en-route
XA-VIT,MX,20.593779,-103.483269,3040,292,553,3234,VIV3234,VB3234,MMGL,GDL,MMPR,PVR,VIV,VB,A20N,1688586753,en-route
XA-CCC,MX,4.698657,-74.139587,0,216,0,,,,,,,,,,B38M,1688586758,landed
XA-NNN,MX,24.792755,-99.995728,6812,176,738,929,AMX929,AM929,MMMY,MTY,MMMX,MEX,AMX,AM,B39M,1688586306,en-route
XA-VRQ,MX,20.803207,-87.790764,6332,256,800,1029,VOI1029,Y41029,MMUN,CUN,MMSM,NLU,VOI,Y4,A20N,1688586657,en-route
XA-VRS,MX,20.524672,-103.30452,0,8,9,649,VOI649,Y4649,MMML,MXL,MMGL,GDL,VOI,Y4,A20N,1688586724,en-route
XA-VAC,MX,27.308846,-99.844597,7620,169,775,684,VIV684,VB684,MMMY,MTY,KDFW,DFW,VIV,VB,A320,1688586759,en-route
XA-VBK,MX,20.880386,-87.278282,4358,262,616,2198,VIV2198,VB2198,MMUN,CUN,MMMY,MTY,VIV,VB,A21N,1688586750,en-route
XA-VBM,MX,20.585907,-86.862816,3840,30,546,2169,VIV2169,VB2169,MMMY,MTY,MMUN,CUN,VIV,VB,A21N,1688586750,en-route
XA-VRV,MX,19.79187,-90.875458,10058,83,872,696,VOI696,Y4696,MMMX,MEX,MMCZ,CZM,VOI,Y4,A20N,1688586753,en-route
XA-VRW,MX,17.357391,-97.302002,6850,124,679,1024,VOI1024,Y41024,MMSM,NLU,MMOX,OAX,VOI,Y4,A20N,1688586224,en-route
XA-VBJ,MX,25.773617,-100.098038,0,120,107,1124,VIV1124,VB1124,MMMX,MEX,MMMY,MTY,VIV,VB,A321,1688586641,en-route
XA-VBQ,MX,18.795181,-92.954781,10668,96,861,1020,VIV1020,VB1020,MMMX,MEX,MMUN,CUN,VIV,VB,A321,1688586753,en-route
XA-OOO,MX,20.416626,-100.353539,8808,96,740,365,AMX365,AM365,MMLP,LAP,MMMX,MEX,AMX,AM,B738,1688586739,en-route
XA-VSE,MX,31.02972,-115.469162,10058,137,892,850,VOI850,Y4850,MMTJ,TIJ,MMIA,CLQ,VOI,Y4,A20N,1688586759,en-route
XA-IZA,MX,32.848492,-96.8498,0,275,27,,,,,,,,,,H25B,1688586640,en-route
XA-VBR,MX,17.041351,-97.964073,8618,146,800,1182,VIV1182,VB1182,MMMX,MEX,MMPS,PXM,VIV,VB,A21N,1688586756,en-route
XA-EBN,MX,19.383957,-99.029289,5074,247,572,1584,AMX1584,AM1584,MMMX,MEX,MMAS,AGU,AMX,AM,B738,1688586760,en-route
XA-VSF,MX,19.470427,-100.166748,9144,259,883,1038,VOI1038,Y41038,MMSM,NLU,MMPR,PVR,VOI,Y4,A20N,1688586741,en-route
XA-CCO,MX,18.430822,-99.098228,7917,190,840,302,AMX302,AM302,MMMX,MEX,MMAA,ACA,AMX,AM,B38M,1688586756,en-route
XA-DAH,MX,20.842438,-87.536659,4876,261,690,533,AMX533,AM533,MMUN,CUN,MMMX,MEX,AMX,AM,B38M,1688586715,en-route
XA-VAM,MX,20.02359,-87.260628,6873,34,720,2133,VIV2133,VB2133,MMGL,GDL,MMUN,CUN,VIV,VB,A320,1688586751,en-route
XA-VSI,MX,19.904114,-99.067352,5570,335,681,876,VOI876,Y4876,MMMX,MEX,MMTJ,TIJ,VOI,Y4,A20N,1688586758,en-route
XA-CCH,MX,19.938583,-99.773026,10058,112,503,,,,,,,,,,B350,1688586755,en-route
XA-VST,MX,31.552408,-113.578804,9578,309,851,624,VOI624,Y4624,MMGL,GDL,MMML,MXL,VOI,Y4,A21N,1688586759,en-route
XA-DAT,MX,19.497345,-98.966072,3192,59,442,526,AMX526,AM526,MMMX,MEX,MMUN,CUN,AMX,AM,B38M,1688586752,en-route
XA-VXC,MX,19.285583,-98.806572,5074,172,559,1092,VIV1092,VB1092,MMMX,MEX,MMBT,HUX,VIV,VB,A21N,1688586755,en-route
XA-VXE,MX,22.096436,-92.050751,10363,270,855,2184,VIV2184,VB2184,MMUN,CUN,MMCU,CUU,VIV,VB,A21N,1688585627,en-route
XA-VYD,MX,19.440994,-99.069038,0,239,38,1129,VIV1129,VB1129,MMMY,MTY,MMMX,MEX,VIV,VB,A320,1688585010,en-route
XA-VSU,MX,19.873524,-102.205109,8077,288,787,127,VOI127,Y4127,MMUN,CUN,MMGL,GDL,VOI,Y4,A21N,1688586757,en-route
XA-VXG,MX,21.865311,-102.963264,8770,13,831,3194,VIV3194,VB3194,MMGL,GDL,MMMY,MTY,VIV,VB,A21N,1688586753,en-route
,MX,18.215984,-96.898865,9448,140,872,1046,AMX1046,AM1046,MMMX,MEX,MMOX,OAX,AMX,AM,,1688586756,en-route
,MX,26.066208,-108.922394,10363,320,846,489,VOI489,Y4489,MMGL,GDL,MMTJ,TIJ,VOI,Y4,,1688586762,en-route
XA-VXI,MX,19.782806,-87.567703,8168,77,742,2263,VIV2263,VB2263,MMTJ,TIJ,MMUN,CUN,VIV,VB,A21N,1688586750,en-route
,MX,25.973215,-98.014946,3055,296,333,143,RFD143,,MMMA,MAM,MMMY,MTY,RFD,,,1688586760,en-route
YV-572T,VE,8.287043,-62.763474,137,64,190,,,,,,,,,,H25B,1688586725,en-route
YV-3029,VE,10.423698,-66.1689,6065,125,392,,,,,,,,,,C500,1688586760,en-route
YV-3373,VE,8.845111,-63.480473,5631,306,750,,,,,,,,,,WW24,1688586762,en-route
YV-3465,VE,12.906515,-67.732445,10043,165,820,9965,LER9965,,,,,,LER,QL*,MD83,1688586753,en-route
YV-3481,VE,10.018274,-68.371849,6461,274,661,,,,,,,,,,C650,1688586758,en-route
YV-3489,VE,32.793091,-77.650162,10363,202,661,,,,,,,,,,C550,1688585549,en-route
YV-3535,VE,20.459564,-80.17234,10965,313,913,,,,,,,,,,A346,1688586324,en-route
RA-73030,RU,44.536423,51.907524,10363,223,859,871,AZV871,ZF871,,,,,AZV,ZF,B763,1688586757,en-route
RA-73047,RU,53.059311,58.95295,10652,38,805,824,UTA824,UT824,UBBB,GYD,USRR,SGC,UTA,UT,B735,1688586518,en-route
RA-73049,RU,57.65881,38.881767,10355,230,670,376,UTA376,UT376,UUYY,SCW,UUWW,VKO,UTA,UT,B735,1688586762,en-route
RA-73071,RU,53.483585,47.698193,10363,205,870,919,AZV919,,,,,,AZV,ZF,B752,1688586754,en-route
RA-73073,RU,37.43121,33.947575,10668,59,487,902,AZV902,,,,,,AZV,ZF,B752,1688586756,en-route
RA-73078,RU,46.759769,53.639786,10668,32,842,850,AZV850,ZF850,LTAI,AYT,UNNT,OVB,AZV,ZF,B763,1688585875,en-route
RA-73080,RU,43.075111,47.132786,10668,53,938,3314,AZV3314,,,,,,AZV,ZF,B763,1688586742,en-route
RA-73090,RU,58.708282,53.044189,10668,69,842,571,UTA571,UT571,UUWW,VKO,UNKL,KJA,UTA,UT,B738,1688586752,en-route
