Code Aéroport,Code Ville,Code Pays,Nom Ville,Latitude,Longitude,UTC Différence,Time_Zone
DBO,DBO,AU,Dubbo City Airport,-32.2189,148.5756,+10:00,Australia/Sydney
DBP,DBP,PG,Debepare,-6.2833,141.9,+10:00,Pacific/Port_Moresby
DBQ,DBQ,US,Dubuque,42.4019,-90.7094,-06:00,America/Chicago
DBR,DBR,IN,Bihar Darbhanga,26.1936,85.9169,+05:30,Asia/Kolkata
DBS,DBS,US,Dubois Municpal,44.1667,-112.2333,-07:00,America/Denver
DBT,DBT,ET,Debre Tabor,11.9667,38.0,+03:00,Africa/Addis_Ababa
DBU,DBU,LK,Dambulla Dambula Oya Tank Spb,7.8658,80.6272,+05:30,Asia/Colombo
DBV,DBV,HR,Dubrovnik,42.5614,18.2683,+01:00,Europe/Zagreb
DBY,DBY,AU,Dalby,-27.25,151.1667,+10:00,Australia/Brisbane
DCA,WAS,US,Washington Ronald Reagan National,38.8522,-77.0378,-05:00,America/New_York
DCF,DOM,DM,Canefield,15.3367,-61.3922,-04:00,America/Dominica
DCG,DCG,AE,Dubai Creek Spb,25.2422,55.3317,+04:00,Asia/Dubai
DCI,DCI,IT,Decimomannu Air Base,39.3542,8.9725,+01:00,Europe/Rome
DCK,DCK,US,Dahl Creek,66.9333,-156.9,-09:00,America/Anchorage
DCM,DCM,FR,Castres Mazamet,43.555,2.2906,+01:00,Europe/Paris
DCN,DCN,AU,Derby Raaf Curtin,-17.5814,123.8283,+08:00,Australia/Perth
DCP,DCP,CA,Cabin Plant Heliport,59.2336,-121.6914,-08:00,America/Vancouver
DCR,DCR,US,Decatur-Hi-Way,40.8333,-84.9333,-05:00,America/New_York
DCT,DCT,BS,Duncan Town,22.1833,-75.7333,-05:00,America/Nassau
DCU,DCU,US,Decatur Pryor Field Regional,34.65,-86.95,-06:00,America/Chicago
DCY,DCY,CN,Daocheng,29.3167,100.06,+08:00,Asia/Shanghai
DDA,DDG,CN,Dandong Rail Station,40.1222,124.3825,+08:00,Asia/Shanghai
DDB,XHO,CN,Dongguan Bus Station,23.0342,113.7269,+08:00,Asia/Shanghai
DDC,DDC,US,Dodge City Regional,37.7603,-99.9642,-06:00,America/Chicago
DDD,DDD,MV,Kudahuvadhoo Dhaalu Atoll,2.6653,72.8903,+05:00,Indian/Maldives
DDG,DDG,CN,Dandong,40.0256,124.2869,+08:00,Asia/Shanghai
DDI,DDI,AU,Daydream Island Heliport,-20.1667,148.1833,+10:00,Australia/Brisbane
DDM,DDM,PG,Dodoima,-8.75,147.45,+10:00,Pacific/Port_Moresby
DDN,DDN,AU,Delta Downs,-16.9167,141.3,+10:00,Australia/Brisbane
DDP,DDP,PR,Dorado,18.5,-66.25,-04:00,America/Puerto_Rico
DDR,DDR,CN,Xigaze Dingri,28.6047,86.7981,+08:00,Asia/Shanghai
DDU,DDU,PK,Dadu,26.7381,67.6672,+05:00,Asia/Karachi
DDV,CSX,CN,Changsha Rail Station,27.8378,113.1522,+08:00,Asia/Shanghai
DEA,DEA,PK,Dera Ghazi Khan,29.9606,70.4853,+05:00,Asia/Karachi
DEB,DEB,HU,Debrecen,47.4889,21.6153,+01:00,Europe/Budapest
DEC,DEC,US,Decatur Municipal,39.8344,-88.8656,-06:00,America/Chicago
DED,DED,IN,Dehra Dun Jolly Grant,30.1897,78.1803,+05:30,Asia/Kolkata
DEE,DEE,RU,Yuzhno-Kurilsk Mendeleyevo,43.9614,145.6856,+11:00,Asia/Srednekolymsk
DEF,DEF,IR,Dezful,32.4428,48.3883,+03:30,Asia/Tehran
DEH,DEH,US,Decorah Municipal,43.3167,-91.8333,-06:00,America/Chicago
DEI,DEI,SC,Denis Island,-3.8,55.6667,+04:00,Indian/Mahe
DEL,DEL,IN,Delhi,28.5664,77.1031,+05:30,Asia/Kolkata
DEM,DEM,ET,Dembi Dolo,8.5547,34.8575,+03:00,Africa/Addis_Ababa
DEN,DEN,US,Denver,39.8617,-104.6731,-07:00,America/Denver
DEO,DEO,US,Dearborn Hyatt Regency Hotel Heliport,42.3128,-83.2189,-05:00,America/New_York
DEP,DEP,IN,Deparijo,27.9856,94.2231,+05:30,Asia/Kolkata
DEQ,HZC,CN,Huzhou Deqing Moganshan,30.5042,120.1072,+08:00,Asia/Shanghai
DER,DER,PG,Derim,-6.1,146.8167,+10:00,Pacific/Port_Moresby
DES,DES,SC,Desroches Island,-5.6969,53.6558,+04:00,Indian/Mahe
DET,DTT,US,Detroit Coleman A.Yound Muni,42.4,-83.0,-05:00,America/New_York
DEX,DEX,ID,Yahukimo Nop Goliath,-4.8553,139.4839,+09:00,Asia/Jayapura
DEY,DEY,CN,Deyang Bus Station,31.1308,104.38,+08:00,Asia/Shanghai
DEZ,DEZ,SY,Deir Ez Zor,35.2833,40.1667,+03:00,Asia/Damascus
DFA,DFA,CN,Shangluo Danfeng Shangzhen Gen,33.7078,110.2514,+08:00,Asia/Shanghai
DFI,DFI,US,Defiance Memorial,41.2833,-84.3667,-05:00,America/New_York
DFP,DFP,AU,Drumduff,-16.0,143.0333,+10:00,Australia/Brisbane
DFW,DFW,US,Dallas/Fort Worth,32.8969,-97.0381,-06:00,America/Chicago
DGA,DGA,BZ,Dangriga,16.9825,-88.2311,-06:00,America/Belize
DGB,DGB,US,Danger Bay,58.0833,-152.75,-09:00,America/Anchorage
DGC,DGC,ET,Degeh Bur,8.2333,43.5833,+03:00,Africa/Addis_Ababa
DGD,DGD,AU,Dalgaranga Gold Mine,-27.8306,117.3139,+08:00,Australia/Perth
DGE,DGE,AU,Mudgee,-32.565,149.6094,+10:00,Australia/Sydney
DGF,DGF,CA,Douglas Lake,50.1667,-120.1833,-08:00,America/Vancouver
DGG,DGG,PG,Daugo,-9.5167,147.05,+10:00,Pacific/Port_Moresby
DGH,DGH,IN,Deoghar International,24.4469,86.7061,+05:30,Asia/Kolkata
DGK,DGK,MZ,Dugong Beach Lodge,-22.1772,35.4236,+02:00,Africa/Maputo
DGL,DUG,US,Douglas/Bisbee Douglas Municipal,31.4694,-109.6028,-07:00,America/Phoenix
DGM,CMB,LK,Dandugama,7.1083,79.87,+05:30,Asia/Colombo
DGN,DGN,US,Dahlgren Nswc,38.3333,-77.05,-05:00,America/New_York
DGO,DGO,MX,Durango,24.1242,-104.5281,-06:00,America/Mexico_City
DGP,DGP,LV,Daugavpils International,55.945,26.6675,+02:00,Europe/Riga
DGR,DGR,NZ,Dargaville,-35.9333,173.8667,+12:00,Pacific/Auckland
DGT,DGT,PH,Dumaguete,9.3344,123.3,+08:00,Asia/Manila
DGU,DGU,BF,Dedougou,12.4667,-3.4833,+00:00,Africa/Ouagadougou
DGW,DGW,US,Douglas Converse County,42.75,-105.4,-07:00,America/Denver
DHA,DHA,SA,Dhahran King Abdulaziz,26.2653,50.1519,+03:00,Asia/Riyadh
DHB,DHB,US,Deer Harbor Sea Plane Base,48.6208,-123.0031,-08:00,America/Los_Angeles
DHC,BRE,DE,Bremen Hbf,53.0836,8.8142,+01:00,Europe/Berlin
DHD,DHD,AU,Durham Downs,-27.0667,141.9167,+10:00,Australia/Brisbane
DHF,AUH,AE,Abu Dhabi Al Dhafra Ab Apt,24.2475,54.5497,+04:00,Asia/Dubai
DHG,DHG,RU,Dalnegorsk,44.5581,135.4908,+10:00,Asia/Vladivostok
DHI,DHI,NP,Dhangarhi,28.7547,80.5825,+05:45,Asia/Kathmandu
DHL,DHL,YE,Dhala,13.7375,44.7292,+03:00,Asia/Aden
DHM,DHM,IN,Dharamsala Kangra,32.1653,76.2606,+05:30,Asia/Kolkata
DHN,DHN,US,Dothan,31.3214,-85.4497,-06:00,America/Chicago
DHO,DHO,CA,Horn River Heliport,59.4608,-122.2578,-08:00,America/Vancouver
DHR,DHR,NL,Den Helder De Kooy,52.9244,4.7808,+01:00,Europe/Amsterdam
DHS,SDR,ES,Santander Bus Station,43.4597,-3.8103,+01:00,Europe/Madrid
DHT,DHT,US,Dalhart Municipal,36.05,-102.5,-06:00,America/Chicago
DHU,DHU,CN,Zhuzhou Rail Station,27.8442,113.1542,+08:00,Asia/Shanghai
DIA,DOH,QA,Doha International,25.2625,51.5647,+03:00,Asia/Qatar
DIB,DIB,IN,Dibrugarh,27.4833,95.0167,+05:30,Asia/Kolkata
DIC,DIC,CD,Dili,3.4167,26.75,+02:00,Africa/Lubumbashi
DIE,DIE,MG,Antsiranana Arrachart,-12.3494,49.2917,+03:00,Indian/Antananarivo
DIG,DIG,CN,Deqen Shangri-La,27.7917,99.6781,+08:00,Asia/Shanghai
DIJ,DIJ,FR,Dijon Longvic,47.2767,5.0936,+01:00,Europe/Paris
DIK,DIK,US,Dickinson,46.8,-102.8,-07:00,America/Denver
DIL,DIL,TL,Dili Comoro,-8.5467,125.5247,+09:00,Asia/Dili
DIM,DIM,CI,Dimbokro Ville,6.65,-4.7,+00:00,Africa/Abidjan
DIN,DIN,VN,Dien Bien Phu,21.4,103.0044,+07:00,Asia/Ho_Chi_Minh
DIO,DIO,US,Diomede Heliport,65.7586,-168.9533,-09:00,America/Anchorage
DIP,DIP,BF,Diapaga,12.05,1.7833,+00:00,Africa/Ouagadougou
DIQ,DIQ,BR,Divinopolis Brigadeiro Cabral,-20.1808,-44.8711,-03:00,America/Araguaina
DIR,DIR,ET,Dire Dawa,9.6247,41.8542,+03:00,Africa/Addis_Ababa
DIS,DIS,CG,Dolisie,-4.2058,12.6594,+01:00,Africa/Brazzaville
DIU,DIU,IN,Diu,20.7139,70.9217,+05:30,Asia/Kolkata
DIV,DIV,CI,Divo,5.8333,-5.3667,+00:00,Africa/Abidjan
DIW,DIW,LK,Dicwella Spb Mawella Lagoon Spb,5.9908,80.7333,+05:30,Asia/Colombo
DIY,DIY,TR,Diyarbakir,37.8939,40.2011,+03:00,Europe/Istanbul
DJA,DJA,BJ,Djougou,9.7,1.6667,+01:00,Africa/Porto-Novo
DJB,DJB,ID,Jambi Sultan Thaha,-1.6381,103.6444,+07:00,Asia/Pontianak
DJE,DJE,TN,Djerba,33.875,10.7756,+01:00,Africa/Tunis
DJG,DJG,DZ,Djanet Tiska,24.2928,9.4525,+01:00,Africa/Algiers
DJH,DXB,AE,Dubai Jebel Ali Spb,25.0019,55.0242,+04:00,Asia/Dubai
DJJ,DJJ,ID,Jayapura Sentani,-2.5769,140.5164,+09:00,Asia/Jayapura
DJK,AMS,NL,Amsterdam Sloterdijk Bus Station,52.3892,4.8383,+01:00,Europe/Amsterdam
DJM,DJM,CG,Djambala,-2.5333,14.75,+01:00,Africa/Brazzaville
DJN,DJN,US,Delta Junction Airport,64.0506,-145.7256,-09:00,America/Anchorage
DJO,DJO,CI,Daloa,6.7931,-6.4731,+00:00,Africa/Abidjan
DJU,DJU,IS,Djupivogur,64.6442,-14.2828,+00:00,Atlantic/Reykjavik
DKA,DKA,NG,Katsina,13.0053,7.6586,+01:00,Africa/Lagos
DKI,DKI,AU,Dunk Island,-17.9392,146.1414,+10:00,Australia/Brisbane
DKK,DKK,US,Dunkirk Chautauqua County,42.4833,-79.3333,-05:00,America/New_York
DKL,DKL,CA,Kiwigana Lodge Heliport,59.2403,-122.9233,-08:00,America/Vancouver
DKR,DKR,SN,Dakar,14.7425,-17.4933,+00:00,Africa/Dakar
DKS,DKS,RU,Dikson,73.5178,80.3769,+07:00,Asia/Tomsk
DKV,DKV,AU,Docker River,-24.8667,129.1167,+09:30,Australia/Darwin
DLA,DLA,CM,Douala,4.0061,9.7194,+01:00,Africa/Douala
DLB,DLB,PG,D'albertis,-5.0,142.0833,+10:00,Pacific/Port_Moresby
DLC,DLC,CN,Dalian,38.9656,121.5386,+08:00,Asia/Shanghai
DLD,DLD,NO,Geilo Dagali,60.4167,8.5167,+01:00,Europe/Oslo
DLE,DLE,FR,Dole Tavaux,47.0428,5.435,+01:00,Europe/Paris
DLF,DRT,US,Del Rio Laughlin Afb,29.3592,-100.7786,-06:00,America/Chicago
DLG,DLG,US,Dillingham,59.0447,-158.5056,-09:00,America/Anchorage
DLH,DLH,US,Duluth,46.8422,-92.1936,-06:00,America/Chicago
DLI,DLI,VN,Dalat Lienkhang,11.75,108.3667,+07:00,Asia/Ho_Chi_Minh
DLK,DLK,AU,Dulkaninna,-29.0167,139.4667,+09:30,Australia/Adelaide
DLL,DLL,US,Dillon County,34.4167,-79.3667,-05:00,America/New_York
DLM,DLM,TR,Dalaman,36.7131,28.7925,+03:00,Europe/Istanbul
DLN,DLN,US,Dillon,45.2553,-112.5525,-07:00,America/Denver
DLO,DLO,US,Dolomi,55.1333,-132.0514,-09:00,America/Anchorage
DLP,DLP,FR,Disneyland Paris Heliport,48.8667,2.8,+01:00,Europe/Paris
DLR,DLR,RU,Dalnerechensk,45.8775,133.7353,+10:00,Asia/Vladivostok
DLS,DLS,US,The Dalles Columbia Gorge Rgnl,45.6,-121.1667,-08:00,America/Los_Angeles
DLU,DLU,CN,Dali,25.6503,100.3194,+08:00,Asia/Shanghai
DLV,DLV,AU,Delissaville,-12.4167,130.3417,+09:30,Australia/Darwin
DLY,DLY,VU,Dillons Bay,-18.7706,169.0039,+11:00,Pacific/Efate
DLZ,DLZ,MN,Dalanzadgad Gurvan Saikhan,43.6083,104.3719,+08:00,Asia/Ulaanbaatar
DMA,TUS,US,Tucson Davis-Monthan Afb,32.1703,-110.8869,-07:00,America/Phoenix
DMB,DMB,KZ,Zhambyl,42.8536,71.3036,+06:00,Asia/Almaty
DMD,DMD,AU,Doomadgee Mission,-17.9403,138.8217,+10:00,Australia/Brisbane
DME,MOW,RU,Moscow Domodedowo,55.4089,37.9064,+03:00,Europe/Moscow
DMK,BKK,TH,Bangkok Don Mueang International Arpt,13.9125,100.6067,+07:00,Asia/Bangkok
DMM,DMM,SA,Dammam,26.4711,49.7978,+03:00,Asia/Riyadh
DMN,DMN,US,Deming Municipal,32.2667,-107.75,-07:00,America/Denver
DMO,DMO,US,Sedalia Regional,38.7092,-93.1728,-06:00,America/Chicago
DMR,DMR,YE,Dhamar,14.5333,44.4333,+03:00,Asia/Aden
DMS,DMM,SA,Dammam,26.4514,50.1069,+03:00,Asia/Riyadh
DMT,DMT,BR,Diamantino,-14.4167,-56.45,-04:00,America/Porto_Velho
DMU,DMU,IN,Dimapur,25.8825,93.7744,+05:30,Asia/Kolkata
DNA,OKA,JP,Okinawa Kadena Ab,26.35,127.7667,+09:00,Asia/Tokyo
DNB,DNB,AU,Dunbar,-16.0833,142.4167,+10:00,Australia/Brisbane
DNC,DNC,CI,Danane,7.2667,-8.15,+00:00,Africa/Abidjan
DND,DND,GB,Dundee,56.4522,-3.0256,+00:00,Europe/London
DNE,DFW,US,Dallas/Fort Worth North Apt,32.9028,-97.0333,-06:00,America/Chicago
DNF,DNF,LY,Derna Martuba,32.55,22.7667,+02:00,Africa/Tripoli
DNG,DNG,AU,Doongan,-15.3833,126.3,+08:00,Australia/Perth
DNH,DNH,CN,Dunhuang,40.0922,94.6817,+08:00,Asia/Shanghai
DNI,DNI,SD,Wad Madani,14.3833,33.5333,+02:00,Africa/Khartoum
DNK,DNK,UA,Dnepropetrovsk,48.3572,35.1006,+02:00,Europe/Zaporozhye
DNL,AGS,US,Augusta Daniel Field,33.4667,-82.0333,-05:00,America/New_York
DNM,DNM,AU,Denham,-25.9167,113.5333,+08:00,Australia/Perth
DNN,DNN,US,Dalton Municipal Airport,34.7167,-84.8667,-05:00,America/New_York
DNO,DNO,BR,Dianopolis,-11.6167,-46.85,-03:00,America/Araguaina
DNP,DNP,NP,Dang,28.1167,82.3167,+05:45,Asia/Kathmandu
DNQ,DNQ,AU,Deniliquin,-35.55,144.95,+10:00,Australia/Sydney
DNR,DNR,FR,Dinard/St-Malo Pleurtuit,48.5878,-2.08,+01:00,Europe/Paris
DNS,DNS,US,Denison Municipal,41.9833,-95.3833,-06:00,America/Chicago
DNT,SNA,US,Santa Ana Downtown H/P,33.6694,-117.8667,-08:00,America/Los_Angeles
DNU,DNU,PG,Dinangat,-6.15,146.6667,+10:00,Pacific/Port_Moresby
DNV,DNV,US,Danville Vermilion Regional,40.2,-87.5833,-06:00,America/Chicago
DNX,DNX,SD,Dinder Galegu,12.0,35.5,+02:00,Africa/Khartoum
DNZ,DNZ,TR,Denizli,37.7856,29.7014,+03:00,Europe/Istanbul
DOA,DOA,MG,Doany,-14.3667,49.5167,+03:00,Indian/Antananarivo
DOB,DOB,ID,Dobo Rar Gwamar,-5.7728,134.2111,+09:00,Asia/Jayapura
DOC,DOC,GB,Dornoch,57.8833,-4.0833,+00:00,Europe/London
DOD,DOD,TZ,Dodoma,-6.1706,35.7525,+03:00,Africa/Dar_es_Salaam
DOE,DOE,SR,Djoemoe,4.0167,-55.4833,-03:00,America/Paramaribo
DOF,DOF,US,Dora Bay,55.2125,-132.2667,-09:00,America/Anchorage
DOG,DOG,SD,Dongola,19.1525,30.4303,+02:00,Africa/Khartoum
DOH,DOH,QA,Doha,25.2744,51.6083,+03:00,Asia/Qatar
DOI,DOI,PG,Doini,-10.7167,150.7167,+10:00,Pacific/Port_Moresby
DOK,DOK,UA,Donetsk,48.0736,37.7397,+02:00,Europe/Zaporozhye
DOL,DOL,FR,Deauville St. Gatien,49.3633,0.16,+01:00,Europe/Paris
DOM,DOM,DM,Dominica Melville Hall Apt,15.5469,-61.3,-04:00,America/Dominica
DON,DON,GT,Dos Lagunas,17.6333,-89.6667,-06:00,America/Guatemala
DOO,DOO,PG,Dorobisoro,-9.5,147.8,+10:00,Pacific/Port_Moresby
DOP,DOP,NP,Dolpa,28.9856,82.8189,+05:45,Asia/Kathmandu
DOR,DOR,BF,Dori,14.0333,-0.0333,+00:00,Africa/Ouagadougou
DOS,DOS,PG,Dios,-5.55,154.9667,+11:00,Pacific/Bougainville
DOU,DOU,BR,Dourados F. De Matos Pereira,-22.2014,-54.9267,-04:00,America/Porto_Velho
DOV,DOV,US,Dover Afb,39.1333,-75.4667,-05:00,America/New_York
DOX,DOX,AU,Dongara,-29.25,114.9333,+08:00,Australia/Perth
DOY,DOY,CN,Dongying Shengli,37.5078,118.7894,+08:00,Asia/Shanghai
DPA,CHI,US,Chicago Dupage,41.9069,-88.2542,-06:00,America/Chicago
DPB,DPB,CL,Cameron Pampa Guanaco,-54.05,-68.8094,-03:00,America/Santiago
DPE,DPE,FR,Dieppe St Aubin,49.8825,1.0853,+01:00,Europe/Paris
DPG,DPG,US,Dugway Michael Aaf,40.1994,-112.9372,-07:00,America/Denver
DPK,DPK,US,Deer Park,40.7667,-73.3333,-05:00,America/New_York
DPL,DPL,PH,Dipolog,8.6042,123.3425,+08:00,Asia/Manila
DPO,DPO,AU,Devonport,-41.1697,146.4303,+10:00,Australia/Hobart
DPS,DPS,ID,Denpasar (Bali),-8.7481,115.1672,+08:00,Asia/Makassar
DPT,DPT,RU,Deputatsky,69.3925,139.8903,+10:00,Asia/Vladivostok
DPU,DPU,PG,Dumpu,-5.8333,145.75,+10:00,Pacific/Port_Moresby
DQA,DQA,CN,Daqing Sartu,46.75,125.1392,+08:00,Asia/Shanghai
DQM,JNJ,OM,Duqm International,19.5,57.6428,+04:00,Asia/Muscat
DRA,DRA,US,Mercury Desert Rock,36.6667,-115.9833,-08:00,America/Los_Angeles
DRB,DRB,AU,Derby Airport,-17.3719,123.6625,+08:00,Australia/Perth
DRC,DRC,AO,Dirico,-17.9667,20.7833,+01:00,Africa/Luanda
DRD,DRD,AU,Dorunda,-16.5539,141.8239,+10:00,Australia/Brisbane
DRE,DRE,US,Drummond Island,46.0089,-83.7464,-05:00,America/New_York
DRF,DRF,US,Drift River,60.5833,-152.15,-09:00,America/Anchorage
DRG,DRG,US,Deering Municipal,66.0694,-162.7664,-09:00,America/Anchorage
DRH,DRH,ID,Dabra,-3.25,138.5667,+09:00,Asia/Jayapura
DRI,DRI,US,Deridder Beauregard Regional,30.8322,-93.3411,-06:00,America/Chicago
DRJ,DRJ,SR,Drietabbetje,4.1111,-54.6731,-03:00,America/Paramaribo
DRK,DRK,CR,Drake Bay,8.7192,-83.6419,-06:00,America/Costa_Rica
DRM,DRM,GR,Drama,41.15,24.1333,+02:00,Europe/Athens
DRN,DRN,AU,Dirranbandi,-28.5,148.2583,+10:00,Australia/Brisbane
DRO,DRO,US,Durango La Plata,37.1522,-107.7536,-07:00,America/Denver
DRP,DRP,PH,Daraga Bicol International,13.1117,123.6811,+08:00,Asia/Manila
DRR,DRR,AU,Durrie,-25.6,140.25,+10:00,Australia/Brisbane
DRS,DRS,DE,Dresden,51.1344,13.7681,+01:00,Europe/Berlin
DRT,DRT,US,Del Rio,29.3733,-100.9264,-06:00,America/Chicago
DRU,DRU,US,Drummond,46.6167,-113.2,-07:00,America/Denver
DRV,DRV,MV,Dharavandhoo Island,5.1569,73.13,+05:00,Indian/Maldives
DRW,DRW,AU,Darwin,-12.4147,130.8767,+09:30,Australia/Darwin
DRX,DRX,DE,Dresden Bus Station,51.0403,13.7306,+01:00,Europe/Berlin
DRY,DRY,AU,Drysdale River,-15.6667,126.4167,+08:00,Australia/Perth
DSA,DSA,GB,Doncaster/Sheffield Robin Hood,53.4753,-1.0039,+00:00,Europe/London
DSC,DSC,CM,Dschang,5.4475,10.0681,+01:00,Africa/Douala
DSD,DSD,GP,La Desirade Grande Anse,16.3333,-61.0167,-04:00,America/Guadeloupe
DSE,DSE,ET,Dessie,11.0833,39.7167,+03:00,Africa/Addis_Ababa
DSG,DSG,PH,Dilasag,16.4461,122.2069,+08:00,Asia/Manila
DSI,VPS,US,Destin/Ft Walton Beach Destin Exec Apt,30.4,-86.4714,-06:00,America/Chicago
DSK,DSK,PK,Dera Ismail Khan,31.9094,70.8967,+05:00,Asia/Karachi
DSL,DSL,SL,Daru,8.0,-10.8,+00:00,Africa/Freetown
DSM,DSM,US,Des Moines,41.5342,-93.6578,-06:00,America/Chicago
DSN,DSN,CN,Dongsheng,39.4922,109.8631,+08:00,Asia/Shanghai
DSO,DSO,KP,Sondok,39.6836,127.4678,+09:00,Asia/Pyongyang
DSS,DKR,SN,Dakar,14.6725,-17.0714,+00:00,Africa/Dakar
DST,DXB,AE,Dubai Seaplane Terminal,25.2614,55.2764,+04:00,Asia/Dubai
DSV,DSV,US,Dansville Municipal,42.55,-77.6833,-05:00,America/New_York
DSX,DSX,TW,Dongsha Island,20.7067,116.7214,+08:00,Asia/Taipei
DSY,DSY,KH,Krong Khemara Phoumin Dara Sakor Intern,10.9083,103.2281,+07:00,Asia/Phnom_Penh
DTA,DTA,US,Delta Municipal,39.3833,-112.5,-07:00,America/Denver
DTB,DTB,ID,Siborong-Borong Silangit,2.2597,98.9875,+07:00,Asia/Pontianak
DTD,DTD,ID,Datadawai,0.8108,114.5308,+08:00,Asia/Makassar
DTE,DTE,PH,Daet Bagabas,14.1333,122.9833,+08:00,Asia/Manila
DTH,DTH,US,Death Valley Nat. Park Furnance Creek,36.5,-117.0,-08:00,America/Los_Angeles
DTI,DTI,BR,Diamantina,-18.2333,-43.6511,-03:00,America/Araguaina
DTL,DTL,US,Detroit Lakes Wething Field,46.8333,-95.8833,-06:00,America/Chicago
DTM,DTM,DE,Dortmund,51.5183,7.6122,+01:00,Europe/Berlin
DTN,SHV,US,Shreveport Downtown Apt,32.45,-93.8333,-06:00,America/Chicago
DTR,DTR,US,Decatur Island Decatur Shores,48.5167,-122.8333,-08:00,America/Los_Angeles
DTU,DTU,CN,Wudalianchi Dedu,48.5061,126.1978,+08:00,Asia/Shanghai
DTW,DTT,US,Detroit,42.2125,-83.3533,-05:00,America/New_York
DTZ,DTM,DE,Dortmund Central Station,51.5178,7.4592,+01:00,Europe/Berlin
DUA,DUA,US,Durant Regional - Eaker Field,33.9833,-96.3667,-06:00,America/Chicago
DUB,DUB,IE,Dublin,53.4214,-6.27,+00:00,Europe/Dublin
DUC,DUC,US,Duncan Halliburton Field,34.4667,-97.9667,-06:00,America/Chicago
DUD,DUD,NZ,Dunedin,-45.9292,170.1975,+12:00,Pacific/Auckland
DUE,DUE,AO,Dundo,-7.4006,20.8189,+01:00,Africa/Luanda
DUF,DUF,US,Corolla Pine Island,36.2583,-75.7889,-05:00,America/New_York
DUG,DUG,US,Douglas/Bisbee Bisbee-Douglas Intl,31.4667,-109.6,-07:00,America/Phoenix
DUH,DUH,AL,Durres Rail Station,41.3178,19.4547,+01:00,Europe/Tirane
DUI,DUI,DE,Duisburg Hbf Rail Station,51.43,6.7739,+01:00,Europe/Berlin
DUJ,DUJ,US,Dubois Regional,41.1783,-78.8986,-05:00,America/New_York
DUK,DUK,ZA,Mtubatuba Dukuduku,-28.3667,32.2356,+02:00,Africa/Johannesburg
DUM,DUM,ID,Dumai Pinang Kampai,1.6833,101.45,+07:00,Asia/Pontianak
DUN,DUN,GL,Dundas,76.5667,-68.8,-04:00,America/Thule
DUQ,DUQ,CA,Duncan,48.7547,-123.7097,-08:00,America/Vancouver
DUR,DUR,ZA,Durban,-29.6144,31.1164,+02:00,Africa/Johannesburg
DUS,DUS,DE,Dusseldorf,51.2894,6.7667,+01:00,Europe/Berlin
DUT,DUT,US,Dutch Harbor,53.8989,-166.5447,-09:00,America/Anchorage
DVA,DVA,RO,Deva,45.8833,22.9167,+02:00,Europe/Bucharest
DVD,DVD,MG,Andavadoaka,-22.0783,43.2592,+03:00,Indian/Antananarivo
DVK,DVK,CA,Diavik,64.5114,-110.2894,-07:00,America/Whitehorse
DVL,DVL,US,Devils Lake,48.1156,-98.9081,-06:00,America/Chicago
DVN,DVN,US,Davenport Municipal,41.6167,-90.5833,-06:00,America/Chicago
DVO,DVO,PH,Davao,7.1253,125.6456,+08:00,Asia/Manila
DVP,DVP,AU,Davenport Downs,-24.1667,141.0833,+10:00,Australia/Brisbane
DVR,DVR,AU,Daly River Mission,-13.75,130.6833,+09:30,Australia/Darwin
DVT,PHX,US,Phoenix Deer Valley Apt,33.6839,-112.0833,-07:00,America/Phoenix
DWA,DWA,MW,Dwangwa,-12.5181,34.1322,+02:00,Africa/Blantyre
DWB,DWB,MG,Soalala,-16.1,45.3667,+03:00,Indian/Antananarivo
DWC,DXB,AE,Dubai - World Central,24.8961,55.16,+04:00,Asia/Dubai
DWD,DWD,SA,Dawadmi Aldawadmi,24.45,44.1211,+03:00,Asia/Riyadh
DWF,DAY,US,Dayton Wright Afb,39.9028,-84.2167,-05:00,America/New_York
DWH,HOU,US,Houston David Wayne Hooks Mem.,30.0611,-95.5544,-06:00,America/Chicago
DWN,OKC,US,Oklahoma City Downtown Airpark,35.45,-97.5333,-06:00,America/Chicago
DWO,DWO,LK,Kotte Diyawanna,6.9056,79.9092,+05:30,Asia/Colombo
DWR,DWR,AF,Dwyer Air Base,31.0917,64.0667,+04:30,Asia/Kabul
DWS,XRQ,CN,Hulunbuir Morin Dawa Banner,48.3875,124.4314,+08:00,Asia/Shanghai
DXA,DXA,FR,Les Deux Alpes Off-Line Point,45.0167,6.1333,+01:00,Europe/Paris
DXB,DXB,AE,Dubai,25.2528,55.3644,+04:00,Asia/Dubai
DXD,DXD,AU,Dixie,-15.1667,143.6667,+10:00,Australia/Brisbane
DXE,DXE,US,Madison Bruce Campbell Field,32.4414,-90.1031,-06:00,America/Chicago
DXJ,DXJ,CN,Xiangxi Biancheng,28.495,109.5194,+08:00,Asia/Shanghai
DXR,DXR,US,Danbury Municipal,41.3711,-73.4822,-05:00,America/New_York
DYA,DYA,AU,Dysart,-22.6167,148.3667,+10:00,Australia/Brisbane
DYG,DYG,CN,Dayong,29.1044,110.4431,+08:00,Asia/Shanghai
DYL,DYL,US,Doylestown,40.3167,-75.1333,-05:00,America/New_York
DYM,DYM,AU,Diamantina Lakes,-23.8667,141.25,+10:00,Australia/Brisbane
DYN,DYN,CN,Danyang Rail Station,32.0036,119.5869,+08:00,Asia/Shanghai
