Ville,Description jour,Timezone,Latitude,Longitude,Date,Heure_locale,Max_Température,Min_Température,Température_actuelle,Humidité,Precipitation,Neige,Neige_densité,Vent_rafale,Vent_vitesse,Vent_direction,Pression,Nuage,Visibilité,Radiation_solaire,Energy_solaire,Soleil_coucher,Alerte_risk,Description_detailed,Conditions_météo,Alertes_météo,Alertes_description,Vitesse_vent
"Houston, TX, United States","Similar temperatures continuing with a chance of rain Tuesday, Wednesday & Thursday.",America/Chicago,29.7608,-95.3695,2023-06-29,09:30:00,37.8,26.9,30.4,66.8,0.0,0.0,0.0,27.7,20.5,182.6,1014.0,22.3,,303.4,26.2,20:26:04,60.0,Partly cloudy throughout the day.,Partially cloudy,Heat Advisory,"...HEAT ADVISORY REMAINS IN EFFECT UNTIL 7 PM CDT THIS EVENING...
* WHAT...Heat index values up to 111.
* WHERE...Portions of southeast Texas.
* WHEN...Until 7 PM CDT this evening.
* IMPACTS...Hot temperatures and high humidity may cause heat
illnesses to occur.",20.5
"Denver, CO, United States",Similar temperatures continuing with a chance of rain multiple days.,America/Denver,39.74,-104.992,2023-06-29,08:30:00,25.6,16.4,17.8,63.2,3.7,0.0,0.0,35.3,20.5,52.6,1009.5,78.1,,265.8,23.1,20:32:03,30.0,Partly cloudy throughout the day with storms possible.,"Rain, Partially cloudy",,,20.5
"Los Angeles, CA, United States",Similar temperatures continuing with no rain expected.,America/Los_Angeles,34.0536,-118.245,2023-06-29,07:25:00,26.2,16.3,17.8,64.8,0.0,0.0,0.0,20.5,16.6,217.8,1011.7,49.2,,337.3,29.1,20:08:27,10.0,Clearing in the afternoon.,Partially cloudy,Excessive Heat Watch,"...EXCESSIVE HEAT WATCH REMAINS IN EFFECT FROM SATURDAY MORNING
THROUGH SUNDAY EVENING...
* WHAT...Dangerously hot conditions with temperatures over 105
degrees probable. Temperatures highest in the Antelope Valley.
* WHERE...Cuyama Valley, Santa Clarita Valley, Southern Salinas
Valley, San Luis Obispo County Interior Valleys, Western
Antelope Valley Foothills, Eastern Antelope Valley Foothills
and Antelope Valley.
* WHEN...From Saturday morning through Sunday evening.
* IMPACTS...Extreme heat will significantly increase the potential
for heat related illnesses, particularly for those working or
participating in outdoor activities.",16.6
"San Diego, CA, United States",Similar temperatures continuing with no rain expected.,America/Los_Angeles,32.7157,-117.162,2023-06-29,07:35:00,20.6,16.2,16.8,76.1,0.0,0.0,0.0,25.9,14.8,253.4,1012.6,56.9,,331.3,28.3,20:00:36,10.0,Clearing in the afternoon.,Partially cloudy,Excessive Heat Watch,"...EXCESSIVE HEAT WATCH REMAINS IN EFFECT FROM SATURDAY MORNING
THROUGH MONDAY EVENING...
* WHAT...Dangerously hot conditions with temperatures up to 119
possible.
* WHERE...Coachella Valley, San Diego County Deserts and San
Gorgonio Pass Near Banning.
* WHEN...From Saturday morning through Monday evening.
* IMPACTS...Extreme heat will significantly increase the
potential for heat related illnesses, particularly for those
working or participating in outdoor activities.
* ADDITIONAL DETAILS...Saturday and Sunday are expected to be the
hottest days.",14.8
"Honolulu, HI, United States",Similar temperatures continuing with no rain expected.,Pacific/Honolulu,21.3049,-157.858,2023-06-29,04:12:00,25.6,24.0,24.4,71.7,0.0,0.0,,35.6,33.1,59.9,1018.0,16.2,,338.8,29.4,19:17:25,10.0,Clear conditions throughout the day.,Clear,,,33.1
"Atlanta, GA, United States",Similar temperatures continuing with a chance of rain multiple days.,America/New_York,33.7483,-84.3911,2023-06-29,10:30:00,34.5,20.6,27.7,60.1,0.0,0.0,0.0,14.8,9.4,325.7,1014.9,10.3,,518.7,45.1,20:52:13,30.0,Clear conditions throughout the day.,Clear,Air Quality Alert,"...CODE ORANGE AIR QUALITY ALERT IS IN EFFECT FOR ATLANTA FOR
Thursday June 29...
The Georgia Department of Natural Resources, Environmental
Protection Division has issued a Code Orange (Unhealthy for
sensitive groups) Air Quality Alert for Atlanta for
Thursday June 29.
Under Code Orange conditions, the outdoor air quality is likely to
be unhealthy for some people. Children, people who are sensitive to
ozone, and people with heart or lung disease should limit prolonged
outdoor exertion during the late afternoon or early evening when
ozone concentrations are highest.
For additional information on the Air Quality Index, please visit
http://airnow.gov.",9.4
"Orlando, FL, United States",Similar temperatures continuing with a chance of rain multiple days.,America/New_York,28.5382,-81.3774,2023-06-29,10:35:00,33.9,24.4,30.9,72.0,0.0,0.0,0.0,33.5,24.1,65.7,1014.5,17.0,,314.5,27.2,20:27:12,60.0,Clear conditions throughout the day.,Clear,,,24.1
"Minneapolis, MN, United States",Similar temperatures continuing with a chance of rain Tuesday & Wednesday.,America/Chicago,44.979,-93.2649,2023-06-29,09:25:00,31.7,17.6,23.9,62.5,1.4,0.0,0.0,27.7,18.4,291.8,1010.0,25.1,,436.6,38.1,21:03:42,30.0,Partly cloudy throughout the day.,Partially cloudy,,,18.4
"Seattle, WA, United States",Similar temperatures continuing with no rain expected.,America/Los_Angeles,47.6036,-122.329,2023-06-29,07:30:00,26.2,14.6,16.1,70.9,0.0,0.0,0.0,14.8,11.2,339.7,1017.5,27.2,,337.8,29.2,21:10:56,10.0,Partly cloudy throughout the day.,Partially cloudy,,,11.2
"Las Vegas, NV, United States",Similar temperatures continuing with no rain expected.,America/Los_Angeles,36.1719,-115.14,2023-06-29,07:30:00,37.8,25.2,27.5,12.6,0.0,0.0,0.0,33.5,19.5,34.5,1006.7,3.1,,363.0,31.3,20:01:53,10.0,Clear conditions throughout the day.,Clear,Excessive Heat Watch,"...EXCESSIVE HEAT WATCH REMAINS IN EFFECT FROM SATURDAY MORNING
THROUGH MONDAY EVENING...
* WHAT...Major Heat Risk due to dangerously hot temperatures.
* WHERE...Portions of northwest Arizona, southeast California
and southern Nevada.
* WHEN...From Saturday morning through Monday evening.
* IMPACTS...Extreme heat will significantly increase the potential
for heat-related illnesses, particularly for those working or
participating in outdoor activities.
* ADDITIONAL DETAILS...High temperatures this weekend will climb
to 100+ degrees below 5000ft. The heat will peak on Sunday with
high temperatures 10 degrees above normal. Warm overnight
temperatures will provide little relief to the daytime extreme
heat.",19.5
"Phoenix, AZ, United States",Similar temperatures continuing with no rain expected.,America/Phoenix,33.4483,-112.076,2023-06-29,07:35:00,40.6,26.6,28.9,11.7,0.0,0.0,0.0,24.1,16.6,205.7,1005.8,2.1,,371.3,32.0,19:42:10,10.0,Clear conditions throughout the day.,Clear,Excessive Heat Watch,"...EXCESSIVE HEAT WATCH REMAINS IN EFFECT FROM SATURDAY MORNING
THROUGH TUESDAY EVENING...
* WHAT...Dangerously hot conditions possible. Afternoon
temperatures 109 to 117.
* WHERE...Portions of south central and southwest Arizona and
southeast and southern California.
* WHEN...From Saturday morning through Tuesday evening.
* IMPACTS...Major Heat Risk. Overexposure can cause heat cramps
and heat exhaustion to develop and, without intervention, can
lead to heat stroke.",16.6
"Portland, OR, United States",Similar temperatures continuing with no rain expected.,America/Los_Angeles,45.5118,-122.676,2023-06-29,07:30:00,28.4,15.6,16.2,61.4,0.0,0.0,0.0,20.5,13.0,346.7,1017.0,7.6,,350.7,30.4,21:03:28,10.0,Clear conditions throughout the day.,Clear,,,13.0
"Dallas, TX, United States",Similar temperatures continuing with no rain expected.,America/Chicago,32.7782,-96.7951,2023-06-29,09:30:00,39.5,26.4,29.6,54.1,0.0,0.0,0.0,38.9,18.7,180.4,1011.6,5.3,,323.1,27.9,20:39:17,30.0,Clear conditions throughout the day.,Clear,Heat Advisory,"...HEAT ADVISORY REMAINS IN EFFECT UNTIL 8 PM CDT THIS EVENING...
* WHAT...Heat index values up to 109 expected.
* WHERE...Much of North Texas and Central Texas.
* WHEN...Heat Advisory in effect until 8 PM CDT Thursday.
* IMPACTS...Hot and humid conditions will increase the risk for
heat-related illnesses to occur, particularly for those working
or participating in outdoor activities.",18.7
"Pittsburgh, PA, United States",Similar temperatures continuing with a chance of rain multiple days.,America/New_York,40.4385,-79.9973,2023-06-29,10:20:00,28.4,12.6,19.4,70.9,0.017,0.0,0.0,13.0,9.4,189.3,1016.7,46.8,,309.5,26.8,20:54:21,10.0,Clearing in the afternoon with morning rain.,"Rain, Partially cloudy",Air Quality Alert,"...AIR QUALITY ALERT IN EFFECT UNTIL MIDNIGHT EDT TONIGHT...
The Pennsylvania Department of Environmental Protection has issued a
Code Red Air Quality Alert for Ground Level Ozone, until midnight
EDT tonight.
A code RED air quality alert means that air pollution concentrations
within the local region are unhealthful for the general population.
The effects of air pollution can be minimized by avoiding outdoor
exercise or strenuous activity.
For more information on ground-level ozone and fine particles, visit
http://www.airnow.gov and https://www.ahs.dep.pa.gov/AQPartnersWeb/",9.4
"Cleveland, OH, United States",Similar temperatures continuing with a chance of rain multiple days.,America/New_York,41.5047,-81.6908,2023-06-29,10:35:00,28.9,15.6,22.9,62.7,0.0,0.0,0.0,16.6,20.4,153.0,1015.1,28.6,,311.2,26.7,21:04:41,10.0,Clearing in the afternoon.,Partially cloudy,Air Quality Alert,"...AIR QUALITY ADVISORY IN EFFECT UNTIL MIDNIGHT EDT TONIGHT...
An Air Quality Advisory for Fine Particulates has been issued by the
Northeast Ohio Areawide Coordinating Agency for Ashtabula, Cuyahoga,
Geauga, Lake, Lorain, Medina, Portage and Summit Counties. The
advisory is until midnight EDT tonight.
Everyone may experience health effects during this period and should
check air quality readings at airnow.gov. Members of sensitive
groups may experience more serious health effects and should limit
outdoor activity. Additionally, sign-up at enviroflash.info for text
alerts regarding air quality.
To help our region reduce air pollution:
*Drive less: bike, walk, use transit, work from home, combine trips
*Visit gohiocommute.com/noaca - Find a smarter way to travel!
*Don`t idle - Turn off your engine
*Refill your tank after sunset
*Wait to mow the lawn
&&
The Northeast Ohio Areawide Coordinating Agency (NOACA), in
partnership with the Ohio Environmental Protection Agency (Ohio
EPA), the Cleveland Division of Air Quality, the Akron Regional Air
Quality Management District, the Akron Metropolitan Area
Transportation Study, the Lake County General Health District, and
Ohio University, has forecasted this Advisory based on predicted
weather patterns. Learn more at www.noaca.org.",20.4
"Tampa, FL, United States",Similar temperatures continuing with a chance of rain multiple days.,America/New_York,27.9465,-82.4593,2023-06-29,10:35:00,35.6,27.6,32.2,72.6,5.7,0.0,0.0,22.3,14.8,348.7,1013.9,27.3,,253.8,21.7,20:30:10,100.0,Partly cloudy throughout the day with strong storms possible.,Partially cloudy,,,14.8
"Philadelphia, PA, United States",Similar temperatures continuing with a chance of rain multiple days.,America/New_York,39.9522,-75.1622,2023-06-29,10:25:00,28.9,17.4,24.0,62.7,0.0,0.0,0.0,14.8,11.0,297.9,1016.5,37.0,,312.5,27.0,20:33:25,10.0,Partly cloudy throughout the day.,Partially cloudy,Air Quality Alert,"...AIR QUALITY ALERT IN EFFECT UNTIL MIDNIGHT EDT TONIGHT...
The Pennsylvania Department of Environmental Protection has issued a
Code Red Air Quality Action Day for Fine Particulates, until
midnight EDT tonight.
An Air Quality Action Day means that air quality within the region
may approach or exceed unhealthy standards. For more information on
current and forecast concentrations of ground-level ozone and fine
particulates, visit www.airnow.gov or www.aqpartners.state.pa.us",11.0
"Charlotte, NC, United States",Similar temperatures continuing with a chance of rain multiple days.,America/New_York,35.2229,-80.838,2023-06-29,10:27:00,32.3,21.0,25.8,62.5,0.0,0.0,0.0,14.8,10.2,63.1,1016.3,39.2,,269.4,23.4,20:42:00,10.0,Clearing in the afternoon.,Partially cloudy,Air Quality Alert,"...AIR QUALITY ALERT IN EFFECT UNTIL MIDNIGHT EDT TONIGHT...
The North Carolina Department of Environmental Quality in Raleigh NC
has issued a Code Orange Air Quality Action Day for Ground Level
Ozone for Lincoln, Gaston, Mecklenburg, Cabarrus, and Union
Counties, until 8 PM EDT this evening.
The North Carolina Department of Environmental Quality in Raleigh NC
has also issued a Code Orange Air Quality Action Day for Fine
Particulates for Lincoln, Gaston, Mecklenburg, Cabarrus, and Union
Counties, until midnight EDT tonight.
An Air Quality Action Day means that Ground Level Ozone and Fine
Particulates concentrations within the region may approach or exceed
unhealthy standards. For additional information, please visit the
North Carolina Division of Air Quality Web site at
https://airquality.climate.ncsu.edu/.",10.2
"Salt Lake City, UT, United States",Similar temperatures continuing with no rain expected.,America/Denver,40.7603,-111.888,2023-06-29,08:25:00,27.3,17.7,21.2,37.6,0.0,0.0,0.0,29.5,18.4,340.9,1011.2,54.1,,345.4,29.9,21:02:58,10.0,Partly cloudy throughout the day.,Partially cloudy,,,18.4
"Cincinnati, OH, United States",Similar temperatures continuing with a chance of rain multiple days.,America/New_York,39.1071,-84.5041,2023-06-29,10:35:00,30.6,16.2,24.8,75.0,1.8,0.0,0.0,20.5,16.6,191.3,1014.6,55.0,,221.3,18.6,21:08:06,10.0,Partly cloudy throughout the day.,Partially cloudy,Air Quality Alert,"...AIR QUALITY ADVISORY IN EFFECT UNTIL MIDNIGHT EDT TONIGHT...
The Southwest Ohio Air Quality Agency has issued an Air Quality
Advisory for Butler, Clermont, Hamilton and Warren counties in Ohio;
and Boone, Campbell and Kenton counties in Kentucky, until midnight
EDT tonight.
The Agency expects to see levels of fine particulates in the
`unhealthy for sensitive groups` range on the Air Quality Index.
For additional information, please visit the Southwest Ohio Air
Quality Agency`s web site at
www.southwestohioair.org/local_air_quality.",16.6
"Fort Myers, FL, United States",Similar temperatures continuing with a chance of rain multiple days.,America/New_York,26.6409,-81.8679,2023-06-29,10:18:00,33.4,25.0,30.0,74.9,29.697,0.0,0.0,44.6,14.8,324.2,1014.0,31.4,,243.8,21.1,20:24:50,75.0,Partly cloudy throughout the day with strong storms possible.,"Rain, Partially cloudy",Flood Advisory,"...FLOOD ADVISORY IN EFFECT UNTIL 1045 AM EDT THIS MORNING...
* WHAT...Urban and small stream flooding caused by excessive
rainfall is expected.
* WHERE...A portion of southwest Florida, including the following
county, Lee.
* WHEN...Until 1045 AM EDT.
* IMPACTS...Minor flooding in low-lying and poor drainage areas.
* ADDITIONAL DETAILS...
- At 841 AM EDT, Doppler radar indicated heavy rain due to
thunderstorms. This will cause urban and small stream
flooding. Between 1.5 and 2.5 inches of rain have fallen.
- Additional rainfall amounts of 0.5 to 1 inch are expected
over the area. This additional rain will result in minor
flooding.
- Some locations that will experience flooding include...
Sanibel Island
- https://www.weather.gov/safety/flood",14.8
"Basel, BS, Schweiz","Warming up with a chance of rain tomorrow, Wednesday & Thursday.",Europe/Zurich,47.5488,7.58782,2023-06-29,16:30:00,29.0,14.0,28.9,61.6,0.1,0.0,0.0,33.5,7.6,283.5,1015.0,66.2,,181.5,15.6,21:31:04,10.0,Partly cloudy throughout the day with late afternoon rain.,"Rain, Partially cloudy",,,7.6
"Sarajevo, Federacija Bosne i Hercegovine, Bosna i Hercegovina",Similar temperatures continuing with a chance of rain multiple days.,Europe/Sarajevo,43.8595,18.4358,2023-06-29,16:00:00,23.0,10.0,23.1,79.7,0.0,0.0,0.0,24.1,9.3,62.8,1018.8,55.6,,354.2,30.5,20:32:38,10.0,Partly cloudy throughout the day.,Partially cloudy,,,9.3
"Bilbao, País Vasco, España",Similar temperatures continuing with a chance of rain tomorrow.,Europe/Madrid,43.2689,-2.9453,2023-06-29,16:00:00,22.9,16.0,22.9,86.7,1.6,0.0,0.0,39.6,14.8,326.9,1020.2,85.3,,133.7,11.4,21:55:58,10.0,Partly cloudy throughout the day with late afternoon rain.,"Rain, Partially cloudy",,,14.8
"مدينة الكويت, الكويت",Similar temperatures continuing with no rain expected.,Asia/Kuwait,29.3732,47.9714,2023-06-29,17:29:00,44.0,35.2,40.0,12.4,0.0,0.0,0.0,52.6,30.6,321.2,1000.3,3.5,,346.1,29.8,18:51:46,10.0,Clear conditions throughout the day.,Clear,,,30.6
البحرين,Similar temperatures continuing with no rain expected.,Asia/Bahrain,26.2295,50.576,2023-06-29,17:30:00,39.2,31.7,38.1,39.4,0.0,0.0,,34.2,26.4,320.3,999.8,17.8,,335.1,29.0,18:34:07,15.0,Clear conditions throughout the day.,Clear,,,26.4
"Vancouver, BC, Canada",Similar temperatures continuing with no rain expected.,America/Vancouver,49.2604,-123.113,2023-06-29,07:21:00,24.0,16.7,16.1,65.7,0.0,0.0,0.0,18.7,11.5,143.2,1016.8,50.1,,315.9,27.4,21:21:45,10.0,Partly cloudy throughout the day.,Partially cloudy,,,11.5
México,Similar temperatures continuing with a chance of rain multiple days.,America/Mexico_City,19.4319,-99.1331,2023-06-29,07:42:00,24.5,15.3,17.9,65.4,0.6,0.0,0.0,16.2,19.8,39.8,1014.3,70.7,,225.5,19.5,19:18:45,10.0,Partly cloudy throughout the day with rain.,"Rain, Partially cloudy",,,19.8
"Tehran, Iran",Similar temperatures continuing with no rain expected.,Asia/Tehran,35.6888,51.415,2023-06-29,17:30:00,38.0,24.5,38.0,20.1,0.0,0.0,0.0,10.8,15.8,247.5,1007.4,0.0,,361.6,31.1,19:24:17,10.0,Clear conditions throughout the day.,Clear,,,15.8
"Nairobi, Kenya",Similar temperatures continuing with no rain expected.,Africa/Nairobi,-1.28352,36.8238,2023-06-29,17:00:00,23.1,15.0,22.8,69.5,0.1,0.0,0.0,22.3,17.8,110.6,1023.5,83.8,,168.7,14.6,18:37:36,10.0,Partly cloudy throughout the day with afternoon rain.,"Rain, Partially cloudy",,,17.8
"Galeão, Rio de Janeiro, RJ, Brasil","Similar temperatures continuing with a chance of rain tomorrow, Sunday & Monday.",America/Sao_Paulo,-22.8173,-43.2277,2023-06-29,11:00:00,28.3,18.1,24.9,73.3,0.6,0.0,0.0,16.2,15.5,89.3,1021.4,36.7,,144.2,12.5,17:18:51,10.0,Becoming cloudy in the afternoon with late afternoon rain.,"Rain, Partially cloudy",,,15.5
"أبوظبي, الإمارات العربية المتحدة",Similar temperatures continuing with no rain expected.,Asia/Dubai,24.4692,54.3717,2023-06-29,18:00:00,42.2,31.7,35.1,64.7,0.0,0.0,,27.4,26.1,333.6,999.1,41.2,,321.9,27.8,19:15:04,38.0,Partly cloudy throughout the day.,Partially cloudy,,,26.1
"Zagreb, Hrvatska",Similar temperatures continuing with a chance of rain multiple days.,Europe/Zagreb,45.8072,15.9676,2023-06-29,16:00:00,26.8,11.9,26.8,67.0,0.0,0.0,0.0,13.0,12.4,224.1,1016.8,12.8,,330.9,28.6,20:50:08,10.0,Clear conditions throughout the day.,Clear,,,12.4
"Dubrovnik, Hrvatska",Similar temperatures continuing with a chance of rain Saturday & Sunday.,Europe/Zagreb,42.6427,18.1106,2023-06-29,16:00:00,26.1,19.9,24.3,58.1,0.1,0.0,0.0,55.4,32.1,31.5,1013.9,39.9,,349.8,30.3,20:29:28,10.0,Partly cloudy throughout the day with morning rain.,"Rain, Partially cloudy",,,32.1
"İzmir, Türkiye",Similar temperatures continuing with no rain expected.,Europe/Istanbul,38.4262,27.1419,2023-06-29,17:20:00,33.0,18.0,31.9,50.9,0.0,0.0,0.0,35.3,24.1,327.5,1010.8,4.3,,342.3,29.6,20:39:25,10.0,Clear conditions throughout the day.,Clear,,,24.1
