City,Description jour,Timezone,Latitude,Longitude,Date,Current time,Max_Température,Min_Température,Current temperature,Humidité,Precipitation,Neige,Neige_densité,Vent_rafale,Vent_vitesse,Vent_direction,Pression,Nuage,Visibilité,Solar radiation,Energy_solaire,Soleil_coucher,Alert risk,Description,Weather conditions,Weather alerts,Alertes_description,Vitesse_vent
"Polwatta, Namal Oya III, Eastern, Sri Lanka",Similar temperatures continuing with a chance of rain tomorrow.,Asia/Colombo,7.23268,81.5696,2023-07-07,03:00:00,36.6,23.0,23.4,62.0,0.4,0.0,0.0,18.7,10.8,300.6,1009.3,91.4,,187.1,16.2,18:24:23,10.0,Cloudy skies throughout the day with late afternoon rain.,"Rain, Overcast",,,10.8
"Kodiak, AK, United States","Similar temperatures continuing with a chance of rain tomorrow, Monday & Tuesday.",America/Anchorage,57.7952,-152.395,2023-07-06,13:15:00,13.8,8.6,14.0,90.5,1.3,0.0,0.0,26.3,18.7,140.1,1017.0,81.1,,179.2,15.5,23:09:07,10.0,Partly cloudy throughout the day with early morning rain.,"Rain, Partially cloudy",,,18.7
"Addison, TX, United States",Similar temperatures continuing with no rain expected.,America/Chicago,32.95399,-96.818,2023-07-06,16:15:00,34.8,27.1,36.1,60.4,1.9,0.0,0.0,33.5,16.6,174.0,1014.0,54.2,,187.2,16.2,20:39:17,60.0,Partly cloudy throughout the day.,Partially cloudy,,,16.6
"Privada Municipal, De la Azalea, 45150 Zapopan, JAL, México",Similar temperatures continuing with a chance of rain multiple days.,America/Mexico_City,20.73531,-103.38524,2023-07-06,15:08:00,31.8,16.4,22.0,69.4,3.4,0.0,0.0,33.1,15.8,234.3,1012.4,58.9,,277.3,23.9,19:38:37,10.0,Partly cloudy throughout the day with early morning rain.,"Rain, Partially cloudy",,,15.8
"Ardabil, Iran",Cooling down with no rain expected.,Asia/Tehran,38.2445,48.2955,2023-07-07,00:30:00,26.8,15.1,15.1,46.8,0.0,0.0,0.0,15.5,18.4,68.5,1013.8,2.1,,357.3,30.7,19:43:05,10.0,Clear conditions throughout the day.,Clear,,,18.4
"Andrews Ln, Colorado Springs, CO 80916, United States","Similar temperatures continuing with a chance of rain tomorrow, Saturday & Sunday.",America/Denver,38.82802,-104.69384,2023-07-06,15:15:00,25.6,13.9,20.8,82.9,1.791,0.0,0.0,35.3,24.1,140.8,1013.9,87.0,,163.3,14.1,20:26:56,60.0,Partly cloudy throughout the day with storms possible.,"Rain, Partially cloudy",,,24.1
"Leuchars, St Andrews, Scotland, United Kingdom",Similar temperatures continuing with a chance of rain multiple days.,Europe/London,56.38263,-2.88728,2023-07-06,21:50:00,18.0,9.9,14.0,77.0,5.1,0.0,0.0,41.8,24.0,213.0,1008.6,82.1,,100.9,8.6,22:00:19,10.0,Partly cloudy throughout the day with rain.,"Rain, Partially cloudy",,,24.0
"Alldays, Limpopo, South Africa",Cooling down with no rain expected.,Africa/Johannesburg,-22.68239,29.10171,2023-07-06,23:00:00,22.1,10.6,13.1,58.6,0.0,0.0,0.0,31.0,15.5,84.2,1027.0,0.0,,187.9,16.3,17:32:08,10.0,Clear conditions throughout the day.,Clear,,,15.5
"San Andrés, Colombia",Similar temperatures continuing with a chance of rain multiple days.,America/Bogota,12.5852,-81.6961,2023-07-06,15:00:00,30.0,26.0,27.0,83.0,21.6,0.0,,36.4,31.7,75.1,1010.2,56.1,,295.9,25.4,18:56:42,60.0,Becoming cloudy in the afternoon with storms possible.,"Rain, Partially cloudy",,,31.7
"Aek Godang Kel., Hulu Sihapas, Padang Lawas Utara, Indonesia",Similar temperatures continuing with a chance of rain tomorrow & Sunday.,Asia/Jakarta,1.40777,99.42228,2023-07-07,04:00:00,29.9,20.7,21.0,86.6,11.6,0.0,0.0,10.1,7.2,275.5,1011.8,49.1,,244.1,21.0,18:33:11,60.0,Partly cloudy throughout the day with storms possible.,"Rain, Partially cloudy",,,7.2
"Abéché, Kachimel-Abéché, Ouaddaï, Tchad",Similar temperatures continuing with a chance of rain multiple days.,Africa/Ndjamena,13.824,20.8314,2023-07-06,16:00:00,37.1,25.3,36.0,47.9,1.2,0.0,0.0,56.5,54.4,160.2,1010.4,59.3,,258.8,22.5,18:08:47,10.0,Becoming cloudy in the afternoon with rain.,"Rain, Partially cloudy",,,54.4
"Aseki Ave, Glenfield NSW 2167, Australia",Similar temperatures continuing with no rain expected.,Australia/Sydney,-33.9813,150.89176,2023-07-07,07:05:00,15.6,8.1,3.0,62.8,0.0,0.0,0.0,45.0,22.7,277.4,1011.6,20.2,,133.0,11.6,17:00:40,10.0,Partly cloudy throughout the day.,Partially cloudy,,,22.7
"Albert Lea, MN, United States",Similar temperatures continuing with no rain expected.,America/Chicago,43.64733,-93.36871,2023-07-06,16:05:00,22.8,10.5,22.9,62.6,0.0,0.0,0.0,25.9,14.5,325.8,1018.8,24.7,,302.5,26.2,20:57:28,10.0,Partly cloudy throughout the day.,Partially cloudy,,,14.5
"عيون العتروس, الحوض الغربي, موريتانيا",Similar temperatures continuing with no rain expected.,Africa/Nouakchott,16.61754,-9.42451,2023-07-06,21:00:00,38.8,28.6,37.7,35.8,0.1,0.0,0.0,43.9,36.4,240.2,1009.2,40.0,,303.2,26.2,19:14:55,30.0,Partly cloudy throughout the day with storms possible.,"Rain, Partially cloudy",,,36.4
"Сочи, Южный федеральный округ, Россия",Similar temperatures continuing with a chance of rain multiple days.,Europe/Moscow,43.6171,39.7245,2023-07-07,00:00:00,30.0,24.1,23.0,71.6,0.7,0.0,0.0,30.2,14.4,112.8,1007.3,65.6,,304.4,26.4,20:04:45,10.0,Partly cloudy throughout the day with late afternoon rain.,"Rain, Partially cloudy",,,14.4
"Allakaket, AK, United States",Similar temperatures continuing with a chance of rain multiple days.,America/Anchorage,66.56385,-152.65204,2023-07-06,13:00:00,14.6,11.2,14.2,94.4,3.358,0.0,0.0,12.6,6.3,96.1,1015.1,98.1,,48.3,4.0,00:00:00,10.0,Cloudy skies throughout the day with rain.,"Rain, Overcast",Special Weather Statement,"...Rising Rivers Through the Weekend...
Numerous rain showers through Saturday will cause rises in creeks
and rivers in the Western and Central Brooks Range through the
weekend. Additional rainfall of 1 to 2 inches is expected over
the Western and Central Brooks range through Saturday.
People in the Western and Central Brooks range and along
waterways north and west of Galena should should remain alert for
the possibility of rising water levels through the weekend.",6.3
"الاسكندرية, مصر",Similar temperatures continuing with no rain expected.,Africa/Cairo,31.2105,29.9125,2023-07-07,23:00:00,30.5,23.9,25.9,75.7,0.0,0.0,0.0,39.2,19.4,296.1,1010.2,45.7,,334.7,28.9,20:07:58,10.0,Partly cloudy throughout the day.,Partially cloudy,,,19.4
"Akureyri, Akureyrarkaupstaður, Ísland",Cooling down with a chance of rain Thursday.,Atlantic/Reykjavik,65.695,-18.1208,2023-07-06,21:00:00,11.0,6.0,9.9,85.4,0.1,0.0,4.5,20.9,18.4,351.3,1015.8,88.6,,199.7,17.0,00:13:23,10.0,Partly cloudy throughout the day with afternoon rain.,"Rain, Partially cloudy",,,18.4
"San Rafael, Cartago, Costa Rica",Similar temperatures continuing with a chance of rain multiple days.,America/Costa_Rica,9.86787,-83.9033,2023-07-06,15:10:00,27.0,15.3,21.8,81.3,8.9,0.0,0.0,7.9,16.3,328.6,1015.7,81.2,,237.7,20.6,18:00:45,30.0,Partly cloudy throughout the day with storms possible.,"Rain, Partially cloudy",,,16.3
"Port Alfred, Eastern Cape, South Africa",Similar temperatures continuing with a chance of rain Sunday & Monday.,Africa/Johannesburg,-33.5882,26.8932,2023-07-06,23:00:00,19.1,9.7,15.9,57.3,0.0,0.0,0.0,30.6,22.7,15.5,1022.5,47.8,,120.6,10.5,17:17:17,10.0,Becoming cloudy in the afternoon.,Partially cloudy,,,22.7
"Airfield Dr, United States Air Force Academy, CO 80840, United States","Similar temperatures continuing with a chance of rain tomorrow, Saturday & Sunday.",America/Denver,38.96408,-104.81457,2023-07-06,15:15:00,25.0,13.7,16.9,85.5,1.899,0.0,0.0,38.9,20.5,154.8,1013.0,85.7,,158.1,13.8,20:27:50,60.0,Partly cloudy throughout the day with storms possible.,"Rain, Partially cloudy",,,20.5
"Amalfi, Campania, Italia",Similar temperatures continuing with no rain expected.,Europe/Rome,40.6339,14.6032,2023-07-06,23:00:00,27.7,21.7,23.9,76.5,0.0,0.0,0.0,21.6,13.3,255.3,1016.0,29.7,,286.5,24.6,20:35:27,10.0,Partly cloudy throughout the day.,Partially cloudy,,,13.3
"Kondavattavan, Kotavehera, Eastern, Sri Lanka",Similar temperatures continuing with no rain expected.,Asia/Colombo,7.27144,81.62874,2023-07-07,03:00:00,34.4,24.8,25.4,64.2,0.3,0.0,0.0,20.9,20.5,126.7,1009.1,92.3,,201.4,17.6,18:24:13,30.0,Cloudy skies throughout the day with storms possible.,Overcast,,,20.5
"Alta Floresta, MT, Brasil",Similar temperatures continuing with no rain expected.,America/Cuiaba,-9.87667,-56.0861,2023-07-06,16:00:00,36.0,18.2,34.0,49.8,0.0,0.0,0.0,17.3,18.4,107.8,1012.7,24.4,,240.8,20.6,17:36:11,10.0,Becoming cloudy in the afternoon.,Partially cloudy,,,18.4
"Afton Run, Kannapolis, NC, United States",Similar temperatures continuing with a chance of rain multiple days.,America/New_York,35.43191,-80.67647,2023-07-06,17:02:00,32.0,21.0,31.4,75.9,1.163,0.0,0.0,11.2,11.0,287.0,1014.7,50.8,,255.0,22.1,20:41:12,30.0,Partly cloudy throughout the day with storms possible.,"Rain, Partially cloudy",,,11.0
"Afore, Northern (Oro) Province, Papua New Guinea",Similar temperatures continuing with a chance of rain multiple days.,Pacific/Port_Moresby,-9.08851,148.52426,2023-07-07,07:00:00,26.2,22.0,22.1,93.2,21.4,0.0,0.0,11.2,7.2,215.6,1011.8,96.3,,143.7,12.3,17:59:11,60.0,Cloudy skies throughout the day with storms possible.,"Rain, Overcast",,,7.2
"Zarafshan Ko'Chasi, Toshkent, O'zbekiston",Similar temperatures continuing with no rain expected.,Asia/Tashkent,41.3123,69.2742,2023-07-07,02:00:00,36.2,22.0,23.0,28.6,0.1,0.0,0.0,29.9,25.9,357.0,1006.2,47.2,,340.4,29.2,19:58:42,10.0,Becoming cloudy in the afternoon.,Partially cloudy,,,25.9
"Abutara, Dinhata-II Sub-District, WB, India",Similar temperatures continuing with a chance of rain multiple days.,Asia/Kolkata,26.06384,89.52859,2023-07-07,03:00:00,30.9,25.9,26.1,85.0,33.2,0.0,0.0,41.0,21.2,150.9,1004.9,90.8,,205.8,17.7,18:27:51,30.0,Cloudy skies throughout the day with storms possible.,"Rain, Overcast",,,21.2
"Dallas, TX, United States",Similar temperatures continuing with no rain expected.,America/Chicago,32.7782,-96.7951,2023-07-06,16:20:00,34.4,26.4,35.7,62.4,2.7,0.0,0.0,33.5,16.6,175.5,1014.1,43.3,,260.0,22.4,20:38:45,60.0,Partly cloudy throughout the day.,Partially cloudy,,,16.6
"Afyon Caddesi, 03500, Hisar, Sandıklı, Türkiye","Similar temperatures continuing with a chance of rain today, tomorrow & Sunday.",Europe/Istanbul,38.4941,30.2564,2023-07-07,23:50:00,29.8,18.0,22.8,56.6,0.0,0.0,0.0,32.0,17.6,354.6,1010.5,37.5,,331.8,28.4,20:25:58,10.0,Partly cloudy throughout the day with a chance of rain.,"Rain, Partially cloudy",,,17.6
"Sabzevar, Iran, Iran",Similar temperatures continuing with no rain expected.,Asia/Tehran,36.2163,57.6651,2023-07-07,18:30:00,33.2,22.9,32.0,21.1,0.0,0.0,0.0,46.4,34.2,32.2,1010.9,14.8,,343.7,29.6,18:59:51,10.0,Clear conditions throughout the day.,Clear,,,34.2
"أكادير, سوس - ماسة, المغرب",Warming up with no rain expected.,Africa/Casablanca,30.4202,-9.60394,2023-07-06,22:00:00,30.0,20.0,22.0,79.1,0.0,0.0,0.0,25.9,29.5,236.8,1012.5,57.8,,355.3,30.7,20:44:17,10.0,Partly cloudy throughout the day.,Partially cloudy,,,29.5
"Augsburg, Bayern, Deutschland",Similar temperatures continuing with a chance of rain Sunday & Monday.,Europe/Berlin,48.3703,10.8979,2023-07-06,22:50:00,24.0,9.0,13.4,67.3,0.0,0.0,0.0,16.6,9.5,63.5,1018.8,68.7,,270.1,23.5,21:19:25,10.0,Partly cloudy throughout the day.,Partially cloudy,,,9.5
"Allegheny, Pittsburgh, PA, United States","Similar temperatures continuing with a chance of rain Saturday, Sunday & Monday.",America/New_York,40.4508,-80.0162,2023-07-06,17:10:00,32.0,19.6,32.2,67.1,0.8,0.0,0.0,27.7,16.4,209.6,1013.2,30.7,,279.0,24.1,20:53:16,30.0,Partly cloudy throughout the day with storms possible.,Partially cloudy,,,16.4
"Anggi, Pegunungan Arfak, Indonesia",Similar temperatures continuing with a chance of rain multiple days.,Asia/Jayapura,-1.32467,133.91307,2023-07-07,06:00:00,20.8,14.4,15.0,91.3,26.8,0.0,0.0,5.0,7.9,236.7,1014.0,98.4,,152.8,13.3,18:10:39,30.0,Cloudy skies throughout the day with storms possible.,"Rain, Overcast",,,7.9
"Wangerooge, Niedersachsen, Deutschland",Similar temperatures continuing with a chance of rain multiple days.,Europe/Berlin,53.7912,7.89949,2023-07-06,23:00:00,18.9,13.2,15.6,75.1,0.7,0.0,0.0,55.4,34.2,254.7,1015.6,59.2,,327.0,28.3,21:59:42,10.0,Partly cloudy throughout the day with rain clearing later.,"Rain, Partially cloudy",,,34.2
"La Garenne, Saint-Langis-lès-Mortagne, Normandie, France","Similar temperatures continuing with a chance of rain tomorrow, Saturday & Sunday.",Europe/Paris,48.4861,0.52248,2023-07-06,23:00:00,26.5,10.5,21.0,58.8,0.0,0.0,0.0,21.2,11.2,160.5,1016.9,63.0,,265.3,22.9,22:01:26,10.0,Partly cloudy throughout the day.,Partially cloudy,,,11.2
"Angoram, East Sepik Province, Papua New Guinea",Similar temperatures continuing with a chance of rain multiple days.,Pacific/Port_Moresby,-3.94253,144.08743,2023-07-07,07:00:00,28.6,23.2,23.5,94.2,12.6,0.0,0.0,16.9,5.4,21.8,1009.4,93.4,,177.1,15.2,18:25:35,60.0,Cloudy skies throughout the day with storms possible.,"Rain, Overcast",,,5.4
"Ängelholm, Skåne län, Sverige","Similar temperatures continuing with a chance of rain Tuesday, Wednesday & Thursday.",Europe/Stockholm,56.2427,12.8628,2023-07-06,23:15:00,18.9,13.0,16.0,78.5,0.4,0.0,0.0,53.6,38.1,232.8,1010.2,84.3,,252.0,21.8,21:56:19,10.0,Partly cloudy throughout the day with a chance of rain throughout the day.,"Rain, Partially cloudy",,,38.1
"Wageningen, Gelderland, Nederland",Cooling down with a chance of rain multiple days.,Europe/Amsterdam,51.9669,5.66229,2023-07-06,23:01:00,22.0,11.3,14.8,73.9,0.0,0.0,0.0,27.4,17.7,217.5,1016.6,83.4,,220.9,19.1,21:58:06,10.0,Partly cloudy throughout the day.,Partially cloudy,,,17.7
"Asuni, Sardegna, Italia",Similar temperatures continuing with no rain expected.,Europe/Rome,39.87234,8.9467,2023-07-06,22:55:00,32.4,20.9,25.1,63.9,0.0,0.0,0.0,27.7,19.7,167.8,1014.5,26.3,,322.5,27.9,20:55:39,10.0,Partly cloudy throughout the day.,Partially cloudy,Yellow High-temperature Warning,"Moderate intensity weather phenomena expected
 (DISCLAIMER: ""Information provided on METEOALARM for Italy regard only the intensity and recurrence of the phenomena, further details can be found at www.meteoam.it. METEOALARM information do not provide the assessment of impact on the territory and they do not represent the Official Alerts messages that are issued by the National Civil Protection Service https://www.protezionecivile.gov.it"")",19.7
"Kagua, Southern Highlands Province, Papua New Guinea",Similar temperatures continuing with a chance of rain multiple days.,Pacific/Port_Moresby,-6.40191,143.85281,2023-07-07,06:00:00,21.4,16.8,16.0,95.8,12.2,0.0,0.0,6.5,5.8,263.7,1013.3,96.4,,169.1,14.7,18:22:25,10.0,Cloudy skies throughout the day with a chance of rain throughout the day.,"Rain, Overcast",,,5.8
"Angoon, AK, United States",Similar temperatures continuing with no rain expected.,America/Juneau,57.50252,-134.58224,2023-07-06,13:20:00,19.7,11.2,16.9,73.8,0.0,0.0,0.0,40.7,11.2,316.4,1018.6,1.3,,326.5,28.5,21:55:30,10.0,Clear conditions throughout the day.,Clear,Special Weather Statement,"...Warming Temperatures through Sunday...
There is a high potential for near record high temperatures
soaring into the upper 70s and 80s throughout the Panhandle
starting Thursday and continuing through Sunday. Friday will be
the warmest day with a greater than 80 percent chance of communities
seeing greater than 75 degrees. Warmest temperatures will occur
across the far southern Panhandle and communities located further
from coastal waters. There is a greater than 90 percent chance
that far southern communities such as Ketchikan and Hyder will
see temperatures greater than 80 degrees.
There will be some variability in high temperatures due to local
afternoon seabreezes and any low stratus that forms during the
overnight hours along coastal communities.
Remember, as temperatures warm and fuels become dry, there will
be an increased fire risk. To minimize impacts of the heat wave,
locate fans for cooling; wear light- colored and loose fitting
clothes; drink plenty of fluids, apply sun protection, and take
breaks if you must be outdoors for extended periods; do not leave
young children and pets unattended in closed vehicles; and plan to
check on the elderly, and neighbors who could be more vulnerable.",11.2
"Málaga, Andalucía, España",Warming up with no rain expected.,Europe/Madrid,36.7185,-4.41965,2023-07-06,23:00:00,29.0,23.9,25.1,78.3,0.0,0.0,0.0,20.2,18.3,133.5,1012.9,43.3,,397.6,34.1,21:39:46,5.0,Partly cloudy throughout the day.,Partially cloudy,,,18.3
"Augsburg, Bayern, Deutschland",Similar temperatures continuing with a chance of rain Sunday & Monday.,Europe/Berlin,48.3703,10.8979,2023-07-06,22:50:00,24.0,9.0,13.4,67.3,0.0,0.0,0.0,16.6,9.5,63.5,1018.8,68.7,,270.1,23.5,21:19:25,10.0,Partly cloudy throughout the day.,Partially cloudy,,,9.5
"Ciudad del Este, Paraguay",Cooling down with a chance of rain Saturday & Wednesday.,America/Asuncion,-25.4941,-54.6761,2023-07-06,17:00:00,25.3,15.3,21.6,70.8,0.0,0.0,0.0,44.6,27.0,42.6,1014.4,16.7,,124.2,10.7,17:01:42,10.0,Clear conditions throughout the day.,Clear,,,27.0
"Aguascalientes, Ags, México",Similar temperatures continuing with a chance of rain multiple days.,America/Mexico_City,21.8812,-102.296,2023-07-06,14:43:00,29.3,16.2,27.0,44.7,0.0,0.0,0.0,40.0,33.5,67.6,1012.7,36.5,,343.4,29.5,19:36:31,10.0,Partly cloudy throughout the day.,Partially cloudy,,,33.5
"Acarigua, Páez, Portuguesa, República Bolivariana De Venezuela",Similar temperatures continuing with a chance of rain multiple days.,America/Caracas,9.55814,-69.205,2023-07-06,17:00:00,29.1,21.6,31.2,74.7,0.6,0.0,0.0,10.4,9.0,261.7,1013.5,75.5,,279.6,24.3,19:01:25,30.0,Partly cloudy throughout the day with storms possible.,"Rain, Partially cloudy",,,9.0
"Agnew, Santa Clara, CA, United States",Warming up with no rain expected.,America/Los_Angeles,37.3947,-121.958,2023-07-06,14:15:00,23.4,14.4,22.2,71.2,0.0,0.0,0.0,37.1,25.9,344.9,1012.8,46.3,,341.3,29.3,20:31:46,10.0,Clearing in the afternoon.,Partially cloudy,,,25.9
"Aggeneys, Northern Cape, South Africa",Similar temperatures continuing with no rain expected.,Africa/Johannesburg,-29.24771,18.84221,2023-07-06,23:00:00,22.8,11.8,16.9,21.2,0.0,0.0,0.0,35.3,25.2,24.0,1020.8,80.8,,153.5,13.3,17:59:34,10.0,Partly cloudy throughout the day.,Partially cloudy,,,25.2
"Executive Airport Dr, Ardmore, OK 73401, United States",Similar temperatures continuing with no rain expected.,America/Chicago,34.15075,-97.12025,2023-07-06,16:19:00,32.1,21.9,33.2,72.0,1.0,0.0,0.0,29.5,22.2,99.2,1015.0,30.1,,221.0,19.1,20:43:34,30.0,Partly cloudy throughout the day.,Partially cloudy,,,22.2
"Arapahoe, WY, United States",Similar temperatures continuing with a chance of rain tomorrow.,America/Denver,42.98308,-108.52758,2023-07-06,15:15:00,28.9,9.4,28.3,60.6,0.0,0.0,0.0,42.5,27.7,7.8,1011.6,16.7,,339.6,29.4,20:55:44,10.0,Clear conditions throughout the day.,Clear,,,27.7
"Samahai, Gauriganj, UP, India",Similar temperatures continuing with a chance of rain multiple days.,Asia/Kolkata,26.4127,81.6525,2023-07-07,02:30:00,36.6,29.6,29.0,59.7,0.9,0.0,0.0,43.6,24.8,85.5,1000.0,83.2,,156.2,13.4,19:00:06,30.0,Partly cloudy throughout the day with storms possible.,Partially cloudy,,,24.8
"Municipal St, Ashland, ME 04732, United States",Similar temperatures continuing with a chance of rain multiple days.,America/New_York,46.50005,-68.36197,2023-07-06,16:15:00,32.4,17.3,32.4,74.3,6.6,0.0,0.0,16.6,16.3,218.0,1012.9,23.8,,162.5,14.5,20:28:23,30.0,Partly cloudy throughout the day.,Partially cloudy,,,16.3
"Αθήνα, Αττική, Ελληνικη Δημοκρατια",Similar temperatures continuing with no rain expected.,Europe/Athens,37.9761,23.7364,2023-07-07,00:00:00,36.0,24.5,27.3,40.2,0.0,0.0,0.0,40.7,16.2,24.6,1011.6,20.0,,350.5,30.4,20:50:31,10.0,Partly cloudy throughout the day.,Clear,,,16.2
"Alghero, Sardegna, Italia",Similar temperatures continuing with no rain expected.,Europe/Rome,40.5581,8.31863,2023-07-06,22:50:00,33.0,18.0,23.0,59.5,0.0,0.0,0.0,20.2,18.4,33.5,1014.9,13.8,,349.1,30.2,21:00:20,10.0,Clear conditions throughout the day.,Clear,Yellow High-temperature Warning,"Moderate intensity weather phenomena expected
 (DISCLAIMER: ""Information provided on METEOALARM for Italy regard only the intensity and recurrence of the phenomena, further details can be found at www.meteoam.it. METEOALARM information do not provide the assessment of impact on the territory and they do not represent the Official Alerts messages that are issued by the National Civil Protection Service https://www.protezionecivile.gov.it"")",18.4
